Canadian Province/CMA,Country,Continent,Gender,Population
Nova Scotia,Venezuela,South America,Men+,15
Nova Scotia,Belgium,Europe,Men+,20
Nova Scotia,France,Europe,Men+,50
Nova Scotia,Germany,Europe,Men+,110
Nova Scotia,Netherlands,Europe,Men+,35
Nova Scotia,Switzerland,Europe,Men+,10
Nova Scotia,Belarus,Europe,Men+,15
Nova Scotia,Bulgaria,Europe,Men+,10
Nova Scotia,Poland,Europe,Men+,10
Nova Scotia,Romania,Europe,Men+,25
Nova Scotia,Russian Federation,Europe,Men+,105
Nova Scotia,Ukraine,Europe,Men+,145
Nova Scotia,Iceland,Europe,Men+,10
Nova Scotia,Ireland,Europe,Men+,70
Nova Scotia,United Kingdom,Europe,Men+,455
Nova Scotia,Albania,Europe,Men+,30
Nova Scotia,Croatia,Europe,Men+,10
Nova Scotia,Italy,Europe,Men+,25
Nova Scotia,Kosovo,Europe,Men+,20
Nova Scotia,Serbia,Europe,Men+,15
Nova Scotia,Spain,Europe,Men+,20
Nova Scotia,Côte d'Ivoire,Africa,Men+,15
Nova Scotia,Ghana,Africa,Men+,50
Nova Scotia,Liberia,Africa,Men+,10
Nova Scotia,Nigeria,Africa,Men+,710
Nova Scotia,Sierra Leone,Africa,Men+,25
Nova Scotia,Burundi,Africa,Men+,10
Nova Scotia,Eritrea,Africa,Men+,45
Nova Scotia,Ethiopia,Africa,Men+,55
Nova Scotia,Kenya,Africa,Men+,80
Nova Scotia,Rwanda,Africa,Men+,10
Nova Scotia,Somalia,Africa,Men+,65
Nova Scotia,South Sudan,Africa,Men+,15
Nova Scotia,Uganda,Africa,Men+,25
Nova Scotia,Zambia,Africa,Men+,10
Nova Scotia,Zimbabwe,Africa,Men+,20
Nova Scotia,Algeria,Africa,Men+,20
Nova Scotia,Egypt,Africa,Men+,215
Nova Scotia,Libya,Africa,Men+,55
Nova Scotia,Morocco,Africa,Men+,25
Nova Scotia,Sudan,Africa,Men+,110
Nova Scotia,Tunisia,Africa,Men+,15
Nova Scotia,"Congo, Democratic Republic of the",Africa,Men+,85
Nova Scotia,Namibia,Africa,Men+,15
Nova Scotia,"South Africa, Republic of",Africa,Men+,115
Nova Scotia,Afghanistan,Asia,Men+,20
Nova Scotia,Bahrain,Asia,Men+,30
Nova Scotia,Iran,Asia,Men+,105
Nova Scotia,Iraq,Asia,Men+,30
Nova Scotia,Israel,Asia,Men+,85
Nova Scotia,Jordan,Asia,Men+,85
Nova Scotia,Kuwait,Asia,Men+,25
Nova Scotia,Lebanon,Asia,Men+,95
Nova Scotia,Oman,Asia,Men+,15
Nova Scotia,Qatar,Asia,Men+,15
Nova Scotia,Saudi Arabia,Asia,Men+,125
Nova Scotia,Syria,Asia,Men+,1125
Nova Scotia,Turkey,Asia,Men+,60
Nova Scotia,United Arab Emirates,Asia,Men+,45
Nova Scotia,Yemen,Asia,Men+,40
Nova Scotia,China,Asia,Men+,985
Nova Scotia,Hong Kong,Asia,Men+,30
Nova Scotia,"Korea, South",Asia,Men+,245
Nova Scotia,Malaysia,Asia,Men+,15
Nova Scotia,Philippines,Asia,Men+,1080
Nova Scotia,Thailand,Asia,Men+,15
Nova Scotia,Viet Nam,Asia,Men+,105
Nova Scotia,Bangladesh,Asia,Men+,185
Nova Scotia,India,Asia,Men+,1915
Nova Scotia,Nepal,Asia,Men+,35
Nova Scotia,Pakistan,Asia,Men+,220
Nova Scotia,Sri Lanka,Asia,Men+,20
Nova Scotia,United States of America,North America,Women+,400
Nova Scotia,Guatemala,North America,Women+,25
Nova Scotia,Mexico,North America,Women+,30
Nova Scotia,Antigua and Barbuda,North America,Women+,10
Nova Scotia,Bahamas,North America,Women+,40
Nova Scotia,Cuba,North America,Women+,10
Nova Scotia,Dominican Republic,North America,Women+,25
Nova Scotia,Jamaica,North America,Women+,160
Nova Scotia,Saint Kitts and Nevis,North America,Women+,10
Nova Scotia,Saint Lucia,North America,Women+,15
Nova Scotia,Trinidad and Tobago,North America,Women+,25
Nova Scotia,Argentina,South America,Women+,15
Nova Scotia,Brazil,South America,Women+,125
Nova Scotia,Colombia,South America,Women+,20
Nova Scotia,Ecuador,South America,Women+,10
Nova Scotia,Guyana,South America,Women+,10
Nova Scotia,Venezuela,South America,Women+,10
Nova Scotia,Belgium,Europe,Women+,20
Nova Scotia,France,Europe,Women+,35
Nova Scotia,Germany,Europe,Women+,80
Nova Scotia,Netherlands,Europe,Women+,20
Nova Scotia,Belarus,Europe,Women+,15
Nova Scotia,Bulgaria,Europe,Women+,10
Nova Scotia,Hungary,Europe,Women+,10
Nova Scotia,Poland,Europe,Women+,15
Nova Scotia,Romania,Europe,Women+,35
Nova Scotia,Russian Federation,Europe,Women+,105
Nova Scotia,Ukraine,Europe,Women+,115
Nova Scotia,Iceland,Europe,Women+,10
Nova Scotia,Ireland,Europe,Women+,40
Nova Scotia,Sweden,Europe,Women+,10
Nova Scotia,United Kingdom,Europe,Women+,275
Nova Scotia,Albania,Europe,Women+,40
Nova Scotia,Italy,Europe,Women+,15
Nova Scotia,Kosovo,Europe,Women+,15
Nova Scotia,North Macedonia,Europe,Women+,10
Nova Scotia,Serbia,Europe,Women+,20
Nova Scotia,Côte d'Ivoire,Africa,Women+,25
Nova Scotia,Ghana,Africa,Women+,30
Nova Scotia,Nigeria,Africa,Women+,735
Nova Scotia,Ethiopia,Africa,Women+,40
Nova Scotia,Kenya,Africa,Women+,50
Nova Scotia,Mauritius,Africa,Women+,10
Nova Scotia,Somalia,Africa,Women+,30
Nova Scotia,Tanzania,Africa,Women+,15
Nova Scotia,Uganda,Africa,Women+,25
Nova Scotia,Zambia,Africa,Women+,10
Nova Scotia,Zimbabwe,Africa,Women+,25
Nova Scotia,Algeria,Africa,Women+,10
Nova Scotia,Egypt,Africa,Women+,160
Nova Scotia,Libya,Africa,Women+,50
Nova Scotia,Morocco,Africa,Women+,25
Nova Scotia,Sudan,Africa,Women+,50
Nova Scotia,Tunisia,Africa,Women+,10
Nova Scotia,Cameroon,Africa,Women+,20
Nova Scotia,"Congo, Democratic Republic of the",Africa,Women+,75
Nova Scotia,"South Africa, Republic of",Africa,Women+,110
Nova Scotia,Afghanistan,Asia,Women+,10
Nova Scotia,Bahrain,Asia,Women+,15
Nova Scotia,Iran,Asia,Women+,115
Nova Scotia,Iraq,Asia,Women+,65
Nova Scotia,Israel,Asia,Women+,100
Nova Scotia,Jordan,Asia,Women+,85
Nova Scotia,Kazakhstan,Asia,Women+,10
Nova Scotia,Kuwait,Asia,Women+,25
Nova Scotia,Lebanon,Asia,Women+,80
Nova Scotia,Qatar,Asia,Women+,10
Nova Scotia,Saudi Arabia,Asia,Women+,100
Nova Scotia,Syria,Asia,Women+,1015
Nova Scotia,Turkey,Asia,Women+,55
Nova Scotia,United Arab Emirates,Asia,Women+,75
Nova Scotia,West Bank and Gaza Strip,Asia,Women+,15
Nova Scotia,Yemen,Asia,Women+,30
Nova Scotia,China,Asia,Women+,1055
Nova Scotia,Hong Kong,Asia,Women+,15
Nova Scotia,Japan,Asia,Women+,35
Nova Scotia,"Korea, South",Asia,Women+,340
Nova Scotia,Taiwan,Asia,Women+,20
Nova Scotia,Indonesia,Asia,Women+,30
Nova Scotia,Laos,Asia,Women+,10
Nova Scotia,Philippines,Asia,Women+,1245
Nova Scotia,Thailand,Asia,Women+,25
Nova Scotia,Viet Nam,Asia,Women+,100
Nova Scotia,Bangladesh,Asia,Women+,165
Nova Scotia,India,Asia,Women+,1755
Nova Scotia,Nepal,Asia,Women+,30
Nova Scotia,Pakistan,Asia,Women+,150
Nova Scotia,Sri Lanka,Asia,Women+,40
Nova Scotia,United States of America,North America,Men+,475
Nova Scotia,Guatemala,North America,Men+,20
Nova Scotia,Mexico,North America,Men+,60
Nova Scotia,Antigua and Barbuda,North America,Men+,10
Nova Scotia,Bahamas,North America,Men+,50
Nova Scotia,Barbados,North America,Men+,20
Nova Scotia,Bermuda,North America,Men+,10
Nova Scotia,Cayman Islands,North America,Men+,10
Nova Scotia,Cuba,North America,Men+,10
Nova Scotia,Dominican Republic,North America,Men+,30
Nova Scotia,Jamaica,North America,Men+,155
Nova Scotia,Saint Vincent and the Grenadines,North America,Men+,10
Nova Scotia,Trinidad and Tobago,North America,Men+,25
Nova Scotia,Argentina,South America,Men+,20
Nova Scotia,Brazil,South America,Men+,135
Nova Scotia,Chile,South America,Men+,15
Nova Scotia,Colombia,South America,Men+,25
Nova Scotia,Peru,South America,Men+,10
Nova Scotia,Venezuela,South America,Men+,15
Nova Scotia,Belgium,Europe,Men+,20
Nova Scotia,France,Europe,Men+,50
Nova Scotia,Germany,Europe,Men+,110
Nova Scotia,Netherlands,Europe,Men+,30
Nova Scotia,Switzerland,Europe,Men+,10
Nova Scotia,Belarus,Europe,Men+,15
Nova Scotia,Bulgaria,Europe,Men+,10
Nova Scotia,Poland,Europe,Men+,10
Nova Scotia,Romania,Europe,Men+,25
Nova Scotia,Russian Federation,Europe,Men+,80
Nova Scotia,Ukraine,Europe,Men+,125
Nova Scotia,Iceland,Europe,Men+,10
Nova Scotia,Ireland,Europe,Men+,65
Nova Scotia,United Kingdom,Europe,Men+,440
Nova Scotia,Albania,Europe,Men+,30
Nova Scotia,Croatia,Europe,Men+,10
Nova Scotia,Italy,Europe,Men+,25
Nova Scotia,Kosovo,Europe,Men+,20
Nova Scotia,Serbia,Europe,Men+,15
Nova Scotia,Spain,Europe,Men+,20
Nova Scotia,Côte d'Ivoire,Africa,Men+,15
Nova Scotia,Ghana,Africa,Men+,50
Nova Scotia,Liberia,Africa,Men+,10
Nova Scotia,Nigeria,Africa,Men+,685
Nova Scotia,Sierra Leone,Africa,Men+,25
Nova Scotia,Eritrea,Africa,Men+,45
Nova Scotia,Ethiopia,Africa,Men+,50
Nova Scotia,Kenya,Africa,Men+,80
Nova Scotia,Rwanda,Africa,Men+,10
Nova Scotia,Somalia,Africa,Men+,65
Nova Scotia,South Sudan,Africa,Men+,15
Nova Scotia,Uganda,Africa,Men+,25
Nova Scotia,Zambia,Africa,Men+,10
Nova Scotia,Zimbabwe,Africa,Men+,20
Nova Scotia,Algeria,Africa,Men+,15
Nova Scotia,Egypt,Africa,Men+,215
Nova Scotia,Libya,Africa,Men+,55
Nova Scotia,Morocco,Africa,Men+,25
Nova Scotia,Sudan,Africa,Men+,110
Nova Scotia,Tunisia,Africa,Men+,15
Nova Scotia,"Congo, Democratic Republic of the",Africa,Men+,75
Nova Scotia,Namibia,Africa,Men+,15
Nova Scotia,"South Africa, Republic of",Africa,Men+,115
Nova Scotia,Afghanistan,Asia,Men+,20
Nova Scotia,Bahrain,Asia,Men+,30
Nova Scotia,Iran,Asia,Men+,95
Nova Scotia,Iraq,Asia,Men+,30
Nova Scotia,Israel,Asia,Men+,70
Nova Scotia,Jordan,Asia,Men+,70
Nova Scotia,Kuwait,Asia,Men+,25
Nova Scotia,Lebanon,Asia,Men+,60
Nova Scotia,Oman,Asia,Men+,15
Nova Scotia,Qatar,Asia,Men+,15
Nova Scotia,Saudi Arabia,Asia,Men+,120
Nova Scotia,Syria,Asia,Men+,935
Nova Scotia,Turkey,Asia,Men+,50
Nova Scotia,United Arab Emirates,Asia,Men+,45
Nova Scotia,Yemen,Asia,Men+,40
Nova Scotia,China,Asia,Men+,955
Nova Scotia,Hong Kong,Asia,Men+,30
Nova Scotia,"Korea, South",Asia,Men+,240
Nova Scotia,Malaysia,Asia,Men+,15
Nova Scotia,Philippines,Asia,Men+,1050
Nova Scotia,Thailand,Asia,Men+,15
Nova Scotia,Viet Nam,Asia,Men+,90
Nova Scotia,Bangladesh,Asia,Men+,180
Nova Scotia,India,Asia,Men+,1830
Nova Scotia,Nepal,Asia,Men+,30
Nova Scotia,Pakistan,Asia,Men+,200
Nova Scotia,Sri Lanka,Asia,Men+,20
Nova Scotia,United States of America,North America,Women+,390
Nova Scotia,Guatemala,North America,Women+,25
Nova Scotia,Mexico,North America,Women+,25
Nova Scotia,Antigua and Barbuda,North America,Women+,10
Nova Scotia,Bahamas,North America,Women+,30
Nova Scotia,Dominican Republic,North America,Women+,25
Nova Scotia,Jamaica,North America,Women+,155
Nova Scotia,Saint Kitts and Nevis,North America,Women+,10
Nova Scotia,Saint Lucia,North America,Women+,15
Nova Scotia,Trinidad and Tobago,North America,Women+,25
Nova Scotia,Argentina,South America,Women+,15
Nova Scotia,Brazil,South America,Women+,125
Nova Scotia,Colombia,South America,Women+,20
Nova Scotia,Ecuador,South America,Women+,10
Nova Scotia,Guyana,South America,Women+,10
Nova Scotia,Venezuela,South America,Women+,10
Nova Scotia,Belgium,Europe,Women+,20
Nova Scotia,France,Europe,Women+,35
Nova Scotia,Germany,Europe,Women+,80
Nova Scotia,Netherlands,Europe,Women+,20
Nova Scotia,Belarus,Europe,Women+,15
Nova Scotia,Bulgaria,Europe,Women+,10
Nova Scotia,Hungary,Europe,Women+,10
Nova Scotia,Poland,Europe,Women+,10
Nova Scotia,Romania,Europe,Women+,35
Nova Scotia,Russian Federation,Europe,Women+,95
Nova Scotia,Ukraine,Europe,Women+,110
Nova Scotia,Iceland,Europe,Women+,10
Nova Scotia,Ireland,Europe,Women+,40
Nova Scotia,Sweden,Europe,Women+,10
Nova Scotia,United Kingdom,Europe,Women+,275
Nova Scotia,Albania,Europe,Women+,40
Nova Scotia,Italy,Europe,Women+,15
Nova Scotia,Kosovo,Europe,Women+,15
Nova Scotia,North Macedonia,Europe,Women+,10
Nova Scotia,Serbia,Europe,Women+,20
Nova Scotia,Côte d'Ivoire,Africa,Women+,25
Nova Scotia,Ghana,Africa,Women+,30
Nova Scotia,Nigeria,Africa,Women+,720
Nova Scotia,Ethiopia,Africa,Women+,40
Nova Scotia,Kenya,Africa,Women+,50
Nova Scotia,Mauritius,Africa,Women+,10
Nova Scotia,Somalia,Africa,Women+,20
Nova Scotia,Tanzania,Africa,Women+,15
Nova Scotia,Uganda,Africa,Women+,25
Nova Scotia,Zambia,Africa,Women+,10
Nova Scotia,Zimbabwe,Africa,Women+,20
Nova Scotia,Algeria,Africa,Women+,10
Nova Scotia,Egypt,Africa,Women+,160
Nova Scotia,Libya,Africa,Women+,50
Nova Scotia,Morocco,Africa,Women+,25
Nova Scotia,Sudan,Africa,Women+,50
Nova Scotia,Tunisia,Africa,Women+,10
Nova Scotia,Cameroon,Africa,Women+,20
Nova Scotia,"Congo, Democratic Republic of the",Africa,Women+,70
Nova Scotia,"South Africa, Republic of",Africa,Women+,105
Nova Scotia,Afghanistan,Asia,Women+,10
Nova Scotia,Bahrain,Asia,Women+,15
Nova Scotia,Iran,Asia,Women+,105
Nova Scotia,Iraq,Asia,Women+,65
Nova Scotia,Israel,Asia,Women+,85
Nova Scotia,Jordan,Asia,Women+,65
Nova Scotia,Kazakhstan,Asia,Women+,10
Nova Scotia,Kuwait,Asia,Women+,20
Nova Scotia,Lebanon,Asia,Women+,60
Nova Scotia,Qatar,Asia,Women+,10
Nova Scotia,Saudi Arabia,Asia,Women+,100
Nova Scotia,Syria,Asia,Women+,830
Nova Scotia,Turkey,Asia,Women+,50
Nova Scotia,United Arab Emirates,Asia,Women+,70
Nova Scotia,West Bank and Gaza Strip,Asia,Women+,15
Nova Scotia,Yemen,Asia,Women+,25
Nova Scotia,China,Asia,Women+,1030
Nova Scotia,Hong Kong,Asia,Women+,15
Nova Scotia,Japan,Asia,Women+,30
Nova Scotia,"Korea, South",Asia,Women+,335
Nova Scotia,Taiwan,Asia,Women+,20
Nova Scotia,Indonesia,Asia,Women+,30
Nova Scotia,Philippines,Asia,Women+,1195
Nova Scotia,Thailand,Asia,Women+,25
Nova Scotia,Viet Nam,Asia,Women+,100
Nova Scotia,Bangladesh,Asia,Women+,160
Nova Scotia,India,Asia,Women+,1695
Nova Scotia,Nepal,Asia,Women+,25
Nova Scotia,Pakistan,Asia,Women+,140
Nova Scotia,Sri Lanka,Asia,Women+,35
"Halifax (CMA), N.S.",United States of America,North America,Men+,300
"Halifax (CMA), N.S.",Guatemala,North America,Men+,15
"Halifax (CMA), N.S.",Mexico,North America,Men+,40
"Halifax (CMA), N.S.",Antigua and Barbuda,North America,Men+,10
"Halifax (CMA), N.S.",Bahamas,North America,Men+,50
"Halifax (CMA), N.S.",Barbados,North America,Men+,20
"Halifax (CMA), N.S.",Bermuda,North America,Men+,10
"Halifax (CMA), N.S.",Cayman Islands,North America,Men+,10
"Halifax (CMA), N.S.",Dominican Republic,North America,Men+,15
"Halifax (CMA), N.S.",Jamaica,North America,Men+,105
"Halifax (CMA), N.S.",Trinidad and Tobago,North America,Men+,25
"Halifax (CMA), N.S.",Argentina,South America,Men+,20
"Halifax (CMA), N.S.",Brazil,South America,Men+,120
"Halifax (CMA), N.S.",Chile,South America,Men+,15
"Halifax (CMA), N.S.",Colombia,South America,Men+,15
"Halifax (CMA), N.S.",Peru,South America,Men+,10
"Halifax (CMA), N.S.",Venezuela,South America,Men+,15
"Halifax (CMA), N.S.",Belgium,Europe,Men+,20
"Halifax (CMA), N.S.",France,Europe,Men+,40
"Halifax (CMA), N.S.",Germany,Europe,Men+,40
"Halifax (CMA), N.S.",Netherlands,Europe,Men+,25
"Halifax (CMA), N.S.",Switzerland,Europe,Men+,10
"Halifax (CMA), N.S.",Belarus,Europe,Men+,15
"Halifax (CMA), N.S.",Bulgaria,Europe,Men+,10
"Halifax (CMA), N.S.",Poland,Europe,Men+,10
"Halifax (CMA), N.S.",Romania,Europe,Men+,25
"Halifax (CMA), N.S.",Russian Federation,Europe,Men+,90
"Halifax (CMA), N.S.",Ukraine,Europe,Men+,135
"Halifax (CMA), N.S.",Iceland,Europe,Men+,10
"Halifax (CMA), N.S.",Ireland,Europe,Men+,35
"Halifax (CMA), N.S.",United Kingdom,Europe,Men+,325
"Halifax (CMA), N.S.",Albania,Europe,Men+,30
"Halifax (CMA), N.S.",Italy,Europe,Men+,25
"Halifax (CMA), N.S.",Kosovo,Europe,Men+,20
"Halifax (CMA), N.S.",Serbia,Europe,Men+,15
"Halifax (CMA), N.S.",Côte d'Ivoire,Africa,Men+,15
"Halifax (CMA), N.S.",Ghana,Africa,Men+,45
"Halifax (CMA), N.S.",Liberia,Africa,Men+,10
"Halifax (CMA), N.S.",Nigeria,Africa,Men+,685
"Halifax (CMA), N.S.",Sierra Leone,Africa,Men+,10
"Halifax (CMA), N.S.",Burundi,Africa,Men+,10
"Halifax (CMA), N.S.",Eritrea,Africa,Men+,45
"Halifax (CMA), N.S.",Ethiopia,Africa,Men+,55
"Halifax (CMA), N.S.",Kenya,Africa,Men+,75
"Halifax (CMA), N.S.",Rwanda,Africa,Men+,10
"Halifax (CMA), N.S.",Somalia,Africa,Men+,65
"Halifax (CMA), N.S.",South Sudan,Africa,Men+,15
"Halifax (CMA), N.S.",Uganda,Africa,Men+,25
"Halifax (CMA), N.S.",Zambia,Africa,Men+,10
"Halifax (CMA), N.S.",Zimbabwe,Africa,Men+,20
"Halifax (CMA), N.S.",Algeria,Africa,Men+,10
"Halifax (CMA), N.S.",Egypt,Africa,Men+,200
"Halifax (CMA), N.S.",Libya,Africa,Men+,55
"Halifax (CMA), N.S.",Morocco,Africa,Men+,25
"Halifax (CMA), N.S.",Sudan,Africa,Men+,110
"Halifax (CMA), N.S.",Tunisia,Africa,Men+,10
"Halifax (CMA), N.S.","Congo, Democratic Republic of the",Africa,Men+,85
"Halifax (CMA), N.S.",Namibia,Africa,Men+,15
"Halifax (CMA), N.S.","South Africa, Republic of",Africa,Men+,85
"Halifax (CMA), N.S.",Afghanistan,Asia,Men+,20
"Halifax (CMA), N.S.",Bahrain,Asia,Men+,25
"Halifax (CMA), N.S.",Iran,Asia,Men+,95
"Halifax (CMA), N.S.",Iraq,Asia,Men+,25
"Halifax (CMA), N.S.",Israel,Asia,Men+,85
"Halifax (CMA), N.S.",Jordan,Asia,Men+,75
"Halifax (CMA), N.S.",Kuwait,Asia,Men+,25
"Halifax (CMA), N.S.",Lebanon,Asia,Men+,70
"Halifax (CMA), N.S.",Qatar,Asia,Men+,15
"Halifax (CMA), N.S.",Saudi Arabia,Asia,Men+,125
"Halifax (CMA), N.S.",Syria,Asia,Men+,970
"Halifax (CMA), N.S.",Turkey,Asia,Men+,50
"Halifax (CMA), N.S.",United Arab Emirates,Asia,Men+,45
"Halifax (CMA), N.S.",Yemen,Asia,Men+,40
"Halifax (CMA), N.S.",China,Asia,Men+,915
"Halifax (CMA), N.S.",Hong Kong,Asia,Men+,25
"Halifax (CMA), N.S.","Korea, South",Asia,Men+,190
"Halifax (CMA), N.S.",Philippines,Asia,Men+,730
"Halifax (CMA), N.S.",Thailand,Asia,Men+,15
"Halifax (CMA), N.S.",Viet Nam,Asia,Men+,100
"Halifax (CMA), N.S.",Bangladesh,Asia,Men+,175
"Halifax (CMA), N.S.",India,Asia,Men+,1665
"Halifax (CMA), N.S.",Nepal,Asia,Men+,30
"Halifax (CMA), N.S.",Pakistan,Asia,Men+,190
"Halifax (CMA), N.S.",Sri Lanka,Asia,Men+,20
"Halifax (CMA), N.S.",United States of America,North America,Women+,255
"Halifax (CMA), N.S.",Guatemala,North America,Women+,25
"Halifax (CMA), N.S.",Mexico,North America,Women+,15
"Halifax (CMA), N.S.",Antigua and Barbuda,North America,Women+,10
"Halifax (CMA), N.S.",Bahamas,North America,Women+,40
"Halifax (CMA), N.S.",Dominican Republic,North America,Women+,20
"Halifax (CMA), N.S.",Jamaica,North America,Women+,135
"Halifax (CMA), N.S.",Saint Kitts and Nevis,North America,Women+,10
"Halifax (CMA), N.S.",Saint Lucia,North America,Women+,15
"Halifax (CMA), N.S.",Trinidad and Tobago,North America,Women+,25
"Halifax (CMA), N.S.",Argentina,South America,Women+,15
"Halifax (CMA), N.S.",Brazil,South America,Women+,110
"Halifax (CMA), N.S.",Colombia,South America,Women+,10
"Halifax (CMA), N.S.",Ecuador,South America,Women+,10
"Halifax (CMA), N.S.",Guyana,South America,Women+,10
"Halifax (CMA), N.S.",Venezuela,South America,Women+,10
"Halifax (CMA), N.S.",Belgium,Europe,Women+,20
"Halifax (CMA), N.S.",France,Europe,Women+,30
"Halifax (CMA), N.S.",Germany,Europe,Women+,25
"Halifax (CMA), N.S.",Netherlands,Europe,Women+,15
"Halifax (CMA), N.S.",Belarus,Europe,Women+,15
"Halifax (CMA), N.S.",Bulgaria,Europe,Women+,10
"Halifax (CMA), N.S.",Hungary,Europe,Women+,10
"Halifax (CMA), N.S.",Poland,Europe,Women+,10
"Halifax (CMA), N.S.",Romania,Europe,Women+,35
"Halifax (CMA), N.S.",Russian Federation,Europe,Women+,90
"Halifax (CMA), N.S.",Ukraine,Europe,Women+,110
"Halifax (CMA), N.S.",Iceland,Europe,Women+,10
"Halifax (CMA), N.S.",Ireland,Europe,Women+,20
"Halifax (CMA), N.S.",Sweden,Europe,Women+,10
"Halifax (CMA), N.S.",United Kingdom,Europe,Women+,210
"Halifax (CMA), N.S.",Albania,Europe,Women+,40
"Halifax (CMA), N.S.",Italy,Europe,Women+,10
"Halifax (CMA), N.S.",Kosovo,Europe,Women+,10
"Halifax (CMA), N.S.",Serbia,Europe,Women+,20
"Halifax (CMA), N.S.",Côte d'Ivoire,Africa,Women+,25
"Halifax (CMA), N.S.",Ghana,Africa,Women+,30
"Halifax (CMA), N.S.",Nigeria,Africa,Women+,715
"Halifax (CMA), N.S.",Ethiopia,Africa,Women+,40
"Halifax (CMA), N.S.",Kenya,Africa,Women+,50
"Halifax (CMA), N.S.",Mauritius,Africa,Women+,10
"Halifax (CMA), N.S.",Somalia,Africa,Women+,30
"Halifax (CMA), N.S.",Tanzania,Africa,Women+,15
"Halifax (CMA), N.S.",Uganda,Africa,Women+,25
