Canadian CMA,Country,Continent,Gender,Population,Province
Montreal,Albania,Europe,Women+,230,Quebec
Montreal,Croatia,Europe,Women+,45,Quebec
Montreal,Greece,Europe,Women+,130,Quebec
Montreal,Italy,Europe,Women+,220,Quebec
Montreal,Kosovo,Europe,Women+,15,Quebec
Montreal,Portugal,Europe,Women+,75,Quebec
Montreal,Serbia,Europe,Women+,45,Quebec
Montreal,Slovenia,Europe,Women+,15,Quebec
Montreal,Spain,Europe,Women+,155,Quebec
Montreal,Benin,Africa,Women+,350,Quebec
Montreal,Burkina Faso,Africa,Women+,230,Quebec
Montreal,Côte d'Ivoire,Africa,Women+,1530,Quebec
Montreal,Gambia,Africa,Women+,10,Quebec
Montreal,Ghana,Africa,Women+,75,Quebec
Montreal,Guinea,Africa,Women+,430,Quebec
Montreal,Liberia,Africa,Women+,10,Quebec
Montreal,Mali,Africa,Women+,205,Quebec
Montreal,Mauritania,Africa,Women+,55,Quebec
Montreal,Niger,Africa,Women+,65,Quebec
Montreal,Nigeria,Africa,Women+,375,Quebec
Montreal,Senegal,Africa,Women+,685,Quebec
Montreal,Sierra Leone,Africa,Women+,15,Quebec
Montreal,Togo,Africa,Women+,455,Quebec
Montreal,Burundi,Africa,Women+,580,Quebec
Montreal,Djibouti,Africa,Women+,140,Quebec
Montreal,Eritrea,Africa,Women+,105,Quebec
Montreal,Ethiopia,Africa,Women+,60,Quebec
Montreal,Kenya,Africa,Women+,55,Quebec
Montreal,Madagascar,Africa,Women+,135,Quebec
Montreal,Mauritius,Africa,Women+,330,Quebec
Montreal,Réunion,Africa,Women+,15,Quebec
Montreal,Rwanda,Africa,Women+,225,Quebec
Montreal,Seychelles,Africa,Women+,10,Quebec
Montreal,Somalia,Africa,Women+,25,Quebec
Montreal,Tanzania,Africa,Women+,10,Quebec
Montreal,Uganda,Africa,Women+,55,Quebec
Montreal,Zimbabwe,Africa,Women+,15,Quebec
Montreal,Algeria,Africa,Women+,6335,Quebec
Montreal,Egypt,Africa,Women+,895,Quebec
Montreal,Libya,Africa,Women+,95,Quebec
Montreal,Morocco,Africa,Women+,3940,Quebec
Montreal,Sudan,Africa,Women+,45,Quebec
Montreal,Tunisia,Africa,Women+,2365,Quebec
Montreal,Angola,Africa,Women+,70,Quebec
Montreal,Cameroon,Africa,Women+,2810,Quebec
Montreal,Central African Republic,Africa,Women+,90,Quebec
Montreal,Chad,Africa,Women+,55,Quebec
Montreal,"Congo, Democratic Republic of the",Africa,Women+,1140,Quebec
Montreal,"Congo, Republic of the",Africa,Women+,170,Quebec
Montreal,Gabon,Africa,Women+,105,Quebec
Montreal,Botswana,Africa,Women+,10,Quebec
Montreal,"South Africa, Republic of",Africa,Women+,50,Quebec
Montreal,Afghanistan,Asia,Women+,775,Quebec
Montreal,Armenia,Asia,Women+,130,Quebec
Montreal,Bahrain,Asia,Women+,10,Quebec
Montreal,Georgia,Asia,Women+,25,Quebec
Montreal,Iran,Asia,Women+,1900,Quebec
Montreal,Iraq,Asia,Women+,210,Quebec
Montreal,Israel,Asia,Women+,180,Quebec
Montreal,Jordan,Asia,Women+,220,Quebec
Montreal,Kazakhstan,Asia,Women+,95,Quebec
Montreal,Kuwait,Asia,Women+,150,Quebec
Montreal,Kyrgyzstan,Asia,Women+,85,Quebec
Montreal,Lebanon,Asia,Women+,1280,Quebec
Montreal,Qatar,Asia,Women+,75,Quebec
Montreal,Saudi Arabia,Asia,Women+,495,Quebec
Montreal,Syria,Asia,Women+,4715,Quebec
Montreal,Turkey,Asia,Women+,280,Quebec
Montreal,United Arab Emirates,Asia,Women+,405,Quebec
Montreal,Uzbekistan,Asia,Women+,95,Quebec
Montreal,West Bank and Gaza Strip,Asia,Women+,35,Quebec
Montreal,Yemen,Asia,Women+,80,Quebec
Montreal,China,Asia,Women+,5450,Quebec
Montreal,Hong Kong,Asia,Women+,65,Quebec
Montreal,Japan,Asia,Women+,195,Quebec
Montreal,"Korea, South",Asia,Women+,680,Quebec
Montreal,Mongolia,Asia,Women+,15,Quebec
Montreal,Taiwan,Asia,Women+,140,Quebec
Montreal,Cambodia,Asia,Women+,160,Quebec
Montreal,Indonesia,Asia,Women+,90,Quebec
Montreal,Malaysia,Asia,Women+,35,Quebec
Montreal,Philippines,Asia,Women+,4010,Quebec
Montreal,Singapore,Asia,Women+,40,Quebec
Montreal,Thailand,Asia,Women+,130,Quebec
Montreal,Viet Nam,Asia,Women+,825,Quebec
Montreal,Bangladesh,Asia,Women+,555,Quebec
Montreal,India,Asia,Women+,3750,Quebec
Montreal,Nepal,Asia,Women+,75,Quebec
Montreal,Pakistan,Asia,Women+,760,Quebec
Montreal,Sri Lanka,Asia,Women+,370,Quebec
Nanaimo,United States of America,North America,Men+,70,British Columbia
Nanaimo,Mexico,North America,Men+,10,British Columbia
Nanaimo,Germany,Europe,Men+,10,British Columbia
Nanaimo,Hungary,Europe,Men+,30,British Columbia
Nanaimo,Russian Federation,Europe,Men+,10,British Columbia
Nanaimo,Ireland,Europe,Men+,20,British Columbia
Nanaimo,United Kingdom,Europe,Men+,60,British Columbia
Nanaimo,Nigeria,Africa,Men+,55,British Columbia
Nanaimo,Zimbabwe,Africa,Men+,10,British Columbia
Nanaimo,Namibia,Africa,Men+,10,British Columbia
Nanaimo,"South Africa, Republic of",Africa,Men+,15,British Columbia
Nanaimo,Iran,Asia,Men+,10,British Columbia
Nanaimo,Jordan,Asia,Men+,10,British Columbia
Nanaimo,Syria,Asia,Men+,110,British Columbia
Nanaimo,China,Asia,Men+,185,British Columbia
Nanaimo,"Korea, South",Asia,Men+,30,British Columbia
Nanaimo,Indonesia,Asia,Men+,15,British Columbia
Nanaimo,Philippines,Asia,Men+,85,British Columbia
Nanaimo,Viet Nam,Asia,Men+,10,British Columbia
Nanaimo,India,Asia,Men+,170,British Columbia
Nanaimo,United States of America,North America,Women+,65,British Columbia
Nanaimo,Mexico,North America,Women+,25,British Columbia
Nanaimo,Brazil,South America,Women+,15,British Columbia
Nanaimo,France,Europe,Women+,15,British Columbia
Nanaimo,Czechia,Europe,Women+,15,British Columbia
Nanaimo,Hungary,Europe,Women+,20,British Columbia
Nanaimo,Slovakia,Europe,Women+,10,British Columbia
Nanaimo,Ireland,Europe,Women+,25,British Columbia
Nanaimo,United Kingdom,Europe,Women+,55,British Columbia
Nanaimo,Nigeria,Africa,Women+,70,British Columbia
Nanaimo,Zimbabwe,Africa,Women+,15,British Columbia
Nanaimo,Namibia,Africa,Women+,10,British Columbia
Nanaimo,"South Africa, Republic of",Africa,Women+,10,British Columbia
Nanaimo,Iran,Asia,Women+,10,British Columbia
Nanaimo,Jordan,Asia,Women+,10,British Columbia
Nanaimo,Kuwait,Asia,Women+,10,British Columbia
Nanaimo,Saudi Arabia,Asia,Women+,10,British Columbia
Nanaimo,Syria,Asia,Women+,95,British Columbia
Nanaimo,China,Asia,Women+,235,British Columbia
Nanaimo,Japan,Asia,Women+,25,British Columbia
Nanaimo,"Korea, South",Asia,Women+,65,British Columbia
Nanaimo,Taiwan,Asia,Women+,10,British Columbia
Nanaimo,Indonesia,Asia,Women+,10,British Columbia
Nanaimo,Philippines,Asia,Women+,140,British Columbia
Nanaimo,Thailand,Asia,Women+,15,British Columbia
Nanaimo,Viet Nam,Asia,Women+,30,British Columbia
Nanaimo,Bangladesh,Asia,Women+,10,British Columbia
Nanaimo,India,Asia,Women+,140,British Columbia
Nanaimo,United States of America,North America,Men+,70,British Columbia
Nanaimo,Mexico,North America,Men+,10,British Columbia
Nanaimo,Germany,Europe,Men+,10,British Columbia
Nanaimo,Hungary,Europe,Men+,30,British Columbia
Nanaimo,Russian Federation,Europe,Men+,10,British Columbia
Nanaimo,Ireland,Europe,Men+,20,British Columbia
Nanaimo,United Kingdom,Europe,Men+,35,British Columbia
Nanaimo,Nigeria,Africa,Men+,55,British Columbia
Nanaimo,Zimbabwe,Africa,Men+,10,British Columbia
Nanaimo,Namibia,Africa,Men+,10,British Columbia
Nanaimo,"South Africa, Republic of",Africa,Men+,15,British Columbia
Nanaimo,Iran,Asia,Men+,10,British Columbia
Nanaimo,Jordan,Asia,Men+,10,British Columbia
Nanaimo,Syria,Asia,Men+,85,British Columbia
Nanaimo,China,Asia,Men+,175,British Columbia
Nanaimo,"Korea, South",Asia,Men+,30,British Columbia
Nanaimo,Indonesia,Asia,Men+,15,British Columbia
Nanaimo,Philippines,Asia,Men+,85,British Columbia
Nanaimo,Viet Nam,Asia,Men+,10,British Columbia
Nanaimo,India,Asia,Men+,165,British Columbia
Nanaimo,United States of America,North America,Women+,65,British Columbia
Nanaimo,Mexico,North America,Women+,25,British Columbia
Nanaimo,Brazil,South America,Women+,15,British Columbia
Nanaimo,France,Europe,Women+,15,British Columbia
Nanaimo,Czechia,Europe,Women+,10,British Columbia
Nanaimo,Hungary,Europe,Women+,20,British Columbia
Nanaimo,Slovakia,Europe,Women+,10,British Columbia
Nanaimo,Ireland,Europe,Women+,25,British Columbia
Nanaimo,United Kingdom,Europe,Women+,50,British Columbia
Nanaimo,Nigeria,Africa,Women+,60,British Columbia
Nanaimo,Zimbabwe,Africa,Women+,15,British Columbia
Nanaimo,Namibia,Africa,Women+,10,British Columbia
Nanaimo,"South Africa, Republic of",Africa,Women+,10,British Columbia
Nanaimo,Iran,Asia,Women+,10,British Columbia
Nanaimo,Kuwait,Asia,Women+,10,British Columbia
Nanaimo,Saudi Arabia,Asia,Women+,10,British Columbia
Nanaimo,Syria,Asia,Women+,60,British Columbia
Nanaimo,China,Asia,Women+,225,British Columbia
Nanaimo,Japan,Asia,Women+,25,British Columbia
Nanaimo,"Korea, South",Asia,Women+,65,British Columbia
Nanaimo,Taiwan,Asia,Women+,10,British Columbia
Nanaimo,Indonesia,Asia,Women+,10,British Columbia
Nanaimo,Philippines,Asia,Women+,130,British Columbia
Nanaimo,Thailand,Asia,Women+,15,British Columbia
Nanaimo,Viet Nam,Asia,Women+,30,British Columbia
Nanaimo,Bangladesh,Asia,Women+,10,British Columbia
Nanaimo,India,Asia,Women+,125,British Columbia
Oshawa,United States of America,North America,Men+,160,Ontario
Oshawa,El Salvador,North America,Men+,15,Ontario
Oshawa,Honduras,North America,Men+,15,Ontario
Oshawa,Mexico,North America,Men+,20,Ontario
Oshawa,Antigua and Barbuda,North America,Men+,10,Ontario
Oshawa,Barbados,North America,Men+,30,Ontario
Oshawa,Bermuda,North America,Men+,10,Ontario
Oshawa,Cuba,North America,Men+,15,Ontario
Oshawa,Dominican Republic,North America,Men+,15,Ontario
Oshawa,Grenada,North America,Men+,15,Ontario
Oshawa,Haiti,North America,Men+,10,Ontario
Oshawa,Jamaica,North America,Men+,250,Ontario
Oshawa,Saint Lucia,North America,Men+,20,Ontario
Oshawa,Saint Vincent and the Grenadines,North America,Men+,10,Ontario
Oshawa,Trinidad and Tobago,North America,Men+,50,Ontario
Oshawa,Brazil,South America,Men+,115,Ontario
Oshawa,Colombia,South America,Men+,15,Ontario
Oshawa,Guyana,South America,Men+,35,Ontario
Oshawa,Venezuela,South America,Men+,15,Ontario
Oshawa,France,Europe,Men+,20,Ontario
Oshawa,Netherlands,Europe,Men+,15,Ontario
Oshawa,Hungary,Europe,Men+,10,Ontario
Oshawa,Poland,Europe,Men+,20,Ontario
Oshawa,Romania,Europe,Men+,10,Ontario
Oshawa,Russian Federation,Europe,Men+,10,Ontario
Oshawa,Ukraine,Europe,Men+,30,Ontario
Oshawa,Denmark,Europe,Men+,10,Ontario
Oshawa,Ireland,Europe,Men+,30,Ontario
Oshawa,United Kingdom,Europe,Men+,115,Ontario
Oshawa,Greece,Europe,Men+,20,Ontario
Oshawa,North Macedonia,Europe,Men+,10,Ontario
Oshawa,Portugal,Europe,Men+,10,Ontario
Oshawa,Ghana,Africa,Men+,10,Ontario
Oshawa,Nigeria,Africa,Men+,370,Ontario
Oshawa,Ethiopia,Africa,Men+,10,Ontario
Oshawa,Kenya,Africa,Men+,10,Ontario
Oshawa,Uganda,Africa,Men+,10,Ontario
Oshawa,Egypt,Africa,Men+,45,Ontario
Oshawa,Morocco,Africa,Men+,10,Ontario
Oshawa,Cameroon,Africa,Men+,15,Ontario
Oshawa,"Congo, Democratic Republic of the",Africa,Men+,40,Ontario
Oshawa,"South Africa, Republic of",Africa,Men+,10,Ontario
Oshawa,Afghanistan,Asia,Men+,185,Ontario
Oshawa,Iran,Asia,Men+,25,Ontario
Oshawa,Iraq,Asia,Men+,15,Ontario
Oshawa,Jordan,Asia,Men+,30,Ontario
Oshawa,Kuwait,Asia,Men+,10,Ontario
Oshawa,Lebanon,Asia,Men+,25,Ontario
Oshawa,Saudi Arabia,Asia,Men+,35,Ontario
Oshawa,Syria,Asia,Men+,75,Ontario
Oshawa,Turkey,Asia,Men+,20,Ontario
Oshawa,United Arab Emirates,Asia,Men+,30,Ontario
Oshawa,West Bank and Gaza Strip,Asia,Men+,20,Ontario
Oshawa,China,Asia,Men+,275,Ontario
Oshawa,Hong Kong,Asia,Men+,30,Ontario
Oshawa,"Korea, South",Asia,Men+,40,Ontario
Oshawa,Cambodia,Asia,Men+,10,Ontario
Oshawa,Philippines,Asia,Men+,275,Ontario
Oshawa,Viet Nam,Asia,Men+,10,Ontario
Oshawa,Bangladesh,Asia,Men+,115,Ontario
Oshawa,India,Asia,Men+,2000,Ontario
Oshawa,Pakistan,Asia,Men+,330,Ontario
Oshawa,Sri Lanka,Asia,Men+,110,Ontario
Oshawa,United States of America,North America,Women+,235,Ontario
Oshawa,El Salvador,North America,Women+,15,Ontario
Oshawa,Mexico,North America,Women+,60,Ontario
Oshawa,Antigua and Barbuda,North America,Women+,10,Ontario
Oshawa,Bahamas,North America,Women+,10,Ontario
Oshawa,Barbados,North America,Women+,20,Ontario
Oshawa,Cuba,North America,Women+,45,Ontario
Oshawa,Dominica,North America,Women+,10,Ontario
Oshawa,Dominican Republic,North America,Women+,25,Ontario
Oshawa,Grenada,North America,Women+,15,Ontario
Oshawa,Haiti,North America,Women+,15,Ontario
Oshawa,Jamaica,North America,Women+,280,Ontario
Oshawa,Saint Lucia,North America,Women+,15,Ontario
Oshawa,Saint Vincent and the Grenadines,North America,Women+,25,Ontario
Oshawa,Trinidad and Tobago,North America,Women+,25,Ontario
Oshawa,Brazil,South America,Women+,100,Ontario
Oshawa,Colombia,South America,Women+,30,Ontario
Oshawa,Guyana,South America,Women+,60,Ontario
Oshawa,Peru,South America,Women+,10,Ontario
Oshawa,Venezuela,South America,Women+,15,Ontario
Oshawa,France,Europe,Women+,10,Ontario
Oshawa,Germany,Europe,Women+,10,Ontario
Oshawa,Hungary,Europe,Women+,10,Ontario
Oshawa,Poland,Europe,Women+,40,Ontario
Oshawa,Romania,Europe,Women+,20,Ontario
Oshawa,Russian Federation,Europe,Women+,50,Ontario
Oshawa,Ukraine,Europe,Women+,35,Ontario
Oshawa,Ireland,Europe,Women+,10,Ontario
Oshawa,United Kingdom,Europe,Women+,90,Ontario
Oshawa,Greece,Europe,Women+,15,Ontario
Oshawa,North Macedonia,Europe,Women+,10,Ontario
Oshawa,Ghana,Africa,Women+,20,Ontario
Oshawa,Nigeria,Africa,Women+,310,Ontario
Oshawa,Eritrea,Africa,Women+,20,Ontario
Oshawa,Ethiopia,Africa,Women+,10,Ontario
Oshawa,Somalia,Africa,Women+,15,Ontario
Oshawa,Uganda,Africa,Women+,15,Ontario
Oshawa,Zimbabwe,Africa,Women+,20,Ontario
Oshawa,Egypt,Africa,Women+,55,Ontario
Oshawa,Morocco,Africa,Women+,15,Ontario
Oshawa,Cameroon,Africa,Women+,30,Ontario
Oshawa,"Congo, Democratic Republic of the",Africa,Women+,50,Ontario
Oshawa,"South Africa, Republic of",Africa,Women+,10,Ontario
Oshawa,Afghanistan,Asia,Women+,175,Ontario
Oshawa,Azerbaijan,Asia,Women+,10,Ontario
Oshawa,Iran,Asia,Women+,30,Ontario
Oshawa,Iraq,Asia,Women+,20,Ontario
Oshawa,Jordan,Asia,Women+,10,Ontario
Oshawa,Lebanon,Asia,Women+,35,Ontario
Oshawa,Qatar,Asia,Women+,10,Ontario
Oshawa,Saudi Arabia,Asia,Women+,60,Ontario
Oshawa,Syria,Asia,Women+,110,Ontario
Oshawa,Tajikistan,Asia,Women+,10,Ontario
Oshawa,Turkey,Asia,Women+,15,Ontario
Oshawa,United Arab Emirates,Asia,Women+,25,Ontario
Oshawa,West Bank and Gaza Strip,Asia,Women+,10,Ontario
Oshawa,China,Asia,Women+,345,Ontario
Oshawa,Hong Kong,Asia,Women+,25,Ontario
Oshawa,Japan,Asia,Women+,20,Ontario
Oshawa,"Korea, South",Asia,Women+,45,Ontario
Oshawa,Philippines,Asia,Women+,450,Ontario
Oshawa,Singapore,Asia,Women+,10,Ontario
Oshawa,Viet Nam,Asia,Women+,35,Ontario
Oshawa,Bangladesh,Asia,Women+,90,Ontario
Oshawa,India,Asia,Women+,2105,Ontario
Oshawa,Pakistan,Asia,Women+,340,Ontario
Oshawa,Sri Lanka,Asia,Women+,130,Ontario
Oshawa,United States of America,North America,Men+,145,Ontario
Oshawa,El Salvador,North America,Men+,15,Ontario
Oshawa,Honduras,North America,Men+,15,Ontario
Oshawa,Mexico,North America,Men+,20,Ontario
Oshawa,Antigua and Barbuda,North America,Men+,10,Ontario
Oshawa,Barbados,North America,Men+,25,Ontario
Oshawa,Bermuda,North America,Men+,10,Ontario
Oshawa,Cuba,North America,Men+,15,Ontario
Oshawa,Dominican Republic,North America,Men+,10,Ontario
Oshawa,Grenada,North America,Men+,15,Ontario
Oshawa,Jamaica,North America,Men+,210,Ontario
Oshawa,Saint Lucia,North America,Men+,20,Ontario
Oshawa,Saint Vincent and the Grenadines,North America,Men+,10,Ontario
Oshawa,Trinidad and Tobago,North America,Men+,50,Ontario
Oshawa,Brazil,South America,Men+,115,Ontario
Oshawa,Colombia,South America,Men+,15,Ontario
Oshawa,Guyana,South America,Men+,30,Ontario
Oshawa,Venezuela,South America,Men+,15,Ontario
Oshawa,France,Europe,Men+,20,Ontario
Oshawa,Netherlands,Europe,Men+,15,Ontario
Oshawa,Hungary,Europe,Men+,10,Ontario
Oshawa,Poland,Europe,Men+,20,Ontario
Oshawa,Romania,Europe,Men+,10,Ontario
Oshawa,Russian Federation,Europe,Men+,10,Ontario
Oshawa,Ukraine,Europe,Men+,25,Ontario
Oshawa,Denmark,Europe,Men+,10,Ontario
Oshawa,Ireland,Europe,Men+,30,Ontario
Oshawa,United Kingdom,Europe,Men+,115,Ontario
Oshawa,Greece,Europe,Men+,20,Ontario
Oshawa,North Macedonia,Europe,Men+,10,Ontario
Oshawa,Portugal,Europe,Men+,10,Ontario
Oshawa,Ghana,Africa,Men+,10,Ontario
Oshawa,Nigeria,Africa,Men+,305,Ontario
Oshawa,Ethiopia,Africa,Men+,10,Ontario
Oshawa,Kenya,Africa,Men+,10,Ontario
Oshawa,Uganda,Africa,Men+,10,Ontario
Oshawa,Egypt,Africa,Men+,35,Ontario
Oshawa,Morocco,Africa,Men+,10,Ontario
Oshawa,Cameroon,Africa,Men+,10,Ontario
Oshawa,"Congo, Democratic Republic of the",Africa,Men+,30,Ontario
Oshawa,"South Africa, Republic of",Africa,Men+,10,Ontario
Oshawa,Afghanistan,Asia,Men+,180,Ontario
Oshawa,Iran,Asia,Men+,25,Ontario
Oshawa,Iraq,Asia,Men+,15,Ontario
Oshawa,Jordan,Asia,Men+,25,Ontario
Oshawa,Kuwait,Asia,Men+,10,Ontario
Oshawa,Lebanon,Asia,Men+,15,Ontario
Oshawa,Saudi Arabia,Asia,Men+,35,Ontario
Oshawa,Syria,Asia,Men+,55,Ontario
Oshawa,Turkey,Asia,Men+,20,Ontario
Oshawa,United Arab Emirates,Asia,Men+,25,Ontario
Oshawa,West Bank and Gaza Strip,Asia,Men+,20,Ontario
Oshawa,China,Asia,Men+,255,Ontario
Oshawa,Hong Kong,Asia,Men+,30,Ontario
Oshawa,"Korea, South",Asia,Men+,40,Ontario
Oshawa,Cambodia,Asia,Men+,10,Ontario
Oshawa,Philippines,Asia,Men+,240,Ontario
Oshawa,Viet Nam,Asia,Men+,10,Ontario
Oshawa,Bangladesh,Asia,Men+,85,Ontario
Oshawa,India,Asia,Men+,1875,Ontario
Oshawa,Pakistan,Asia,Men+,270,Ontario
Oshawa,Sri Lanka,Asia,Men+,105,Ontario
Oshawa,United States of America,North America,Women+,225,Ontario
Oshawa,El Salvador,North America,Women+,15,Ontario
Oshawa,Mexico,North America,Women+,55,Ontario
Oshawa,Antigua and Barbuda,North America,Women+,10,Ontario
Oshawa,Bahamas,North America,Women+,10,Ontario
Oshawa,Barbados,North America,Women+,20,Ontario
Oshawa,Cuba,North America,Women+,35,Ontario
Oshawa,Dominica,North America,Women+,10,Ontario
Oshawa,Dominican Republic,North America,Women+,20,Ontario
Oshawa,Grenada,North America,Women+,15,Ontario
Oshawa,Haiti,North America,Women+,15,Ontario
Oshawa,Jamaica,North America,Women+,265,Ontario
Oshawa,Saint Lucia,North America,Women+,15,Ontario
Oshawa,Saint Vincent and the Grenadines,North America,Women+,15,Ontario
Oshawa,Trinidad and Tobago,North America,Women+,25,Ontario
Oshawa,Brazil,South America,Women+,100,Ontario
Oshawa,Colombia,South America,Women+,30,Ontario
Oshawa,Guyana,South America,Women+,50,Ontario
Oshawa,Peru,South America,Women+,10,Ontario
Oshawa,Venezuela,South America,Women+,15,Ontario
Oshawa,France,Europe,Women+,10,Ontario
Oshawa,Poland,Europe,Women+,40,Ontario
Oshawa,Romania,Europe,Women+,20,Ontario
Oshawa,Russian Federation,Europe,Women+,50,Ontario
Oshawa,Ukraine,Europe,Women+,30,Ontario
Oshawa,United Kingdom,Europe,Women+,90,Ontario
Oshawa,Greece,Europe,Women+,15,Ontario
Oshawa,Ghana,Africa,Women+,20,Ontario
Oshawa,Nigeria,Africa,Women+,265,Ontario
Oshawa,Eritrea,Africa,Women+,20,Ontario
Oshawa,Ethiopia,Africa,Women+,10,Ontario
Oshawa,Somalia,Africa,Women+,15,Ontario
Oshawa,Uganda,Africa,Women+,15,Ontario
Oshawa,Zimbabwe,Africa,Women+,20,Ontario
Oshawa,Egypt,Africa,Women+,45,Ontario
Oshawa,Morocco,Africa,Women+,15,Ontario
Oshawa,Cameroon,Africa,Women+,25,Ontario
Oshawa,"Congo, Democratic Republic of the",Africa,Women+,40,Ontario
Oshawa,"South Africa, Republic of",Africa,Women+,10,Ontario
Oshawa,Afghanistan,Asia,Women+,145,Ontario
Oshawa,Azerbaijan,Asia,Women+,10,Ontario
Oshawa,Iran,Asia,Women+,25,Ontario
Oshawa,Iraq,Asia,Women+,20,Ontario
Oshawa,Jordan,Asia,Women+,10,Ontario
Oshawa,Lebanon,Asia,Women+,35,Ontario
Oshawa,Saudi Arabia,Asia,Women+,55,Ontario
Oshawa,Syria,Asia,Women+,85,Ontario
Oshawa,Tajikistan,Asia,Women+,10,Ontario
Oshawa,Turkey,Asia,Women+,15,Ontario
Oshawa,United Arab Emirates,Asia,Women+,25,Ontario
Oshawa,West Bank and Gaza Strip,Asia,Women+,10,Ontario
Oshawa,China,Asia,Women+,330,Ontario
Oshawa,Hong Kong,Asia,Women+,25,Ontario
Oshawa,Japan,Asia,Women+,20,Ontario
Oshawa,"Korea, South",Asia,Women+,45,Ontario
Oshawa,Philippines,Asia,Women+,410,Ontario
Oshawa,Singapore,Asia,Women+,10,Ontario
Oshawa,Viet Nam,Asia,Women+,35,Ontario
Oshawa,Bangladesh,Asia,Women+,70,Ontario
Oshawa,India,Asia,Women+,2020,Ontario
Oshawa,Pakistan,Asia,Women+,300,Ontario
Oshawa,Sri Lanka,Asia,Women+,125,Ontario
Ottawa,United States of America,North America,Men+,915,Ontario
Ottawa,Costa Rica,North America,Men+,10,Ontario
Ottawa,El Salvador,North America,Men+,55,Ontario
Ottawa,Honduras,North America,Men+,20,Ontario
Ottawa,Mexico,North America,Men+,175,Ontario
Ottawa,Bahamas,North America,Men+,25,Ontario
Ottawa,Barbados,North America,Men+,20,Ontario
Ottawa,Cuba,North America,Men+,75,Ontario
Ottawa,Dominica,North America,Men+,10,Ontario
Ottawa,Dominican Republic,North America,Men+,110,Ontario
Ottawa,Haiti,North America,Men+,620,Ontario
Ottawa,Jamaica,North America,Men+,115,Ontario
Ottawa,Saint Lucia,North America,Men+,10,Ontario
Ottawa,Saint Vincent and the Grenadines,North America,Men+,10,Ontario
Ottawa,Trinidad and Tobago,North America,Men+,30,Ontario
Ottawa,Argentina,South America,Men+,25,Ontario
Ottawa,Brazil,South America,Men+,425,Ontario
Ottawa,Chile,South America,Men+,45,Ontario
Ottawa,Colombia,South America,Men+,220,Ontario
Ottawa,Ecuador,South America,Men+,30,Ontario
Ottawa,Peru,South America,Men+,25,Ontario
Ottawa,Venezuela,South America,Men+,60,Ontario
Ottawa,Belgium,Europe,Men+,85,Ontario
Ottawa,France,Europe,Men+,495,Ontario
Ottawa,Germany,Europe,Men+,135,Ontario
Ottawa,Netherlands,Europe,Men+,45,Ontario
Ottawa,Switzerland,Europe,Men+,25,Ontario
Ottawa,Belarus,Europe,Men+,40,Ontario
Ottawa,Bulgaria,Europe,Men+,15,Ontario
Ottawa,Hungary,Europe,Men+,10,Ontario
Ottawa,Latvia,Europe,Men+,10,Ontario
Ottawa,Lithuania,Europe,Men+,15,Ontario
Ottawa,Moldova,Europe,Men+,50,Ontario
Ottawa,Poland,Europe,Men+,40,Ontario
Ottawa,Romania,Europe,Men+,95,Ontario
Ottawa,Russian Federation,Europe,Men+,240,Ontario
Ottawa,Slovakia,Europe,Men+,15,Ontario
Ottawa,Ukraine,Europe,Men+,330,Ontario
Ottawa,Denmark,Europe,Men+,25,Ontario
Ottawa,Ireland,Europe,Men+,105,Ontario
Ottawa,Norway,Europe,Men+,15,Ontario
Ottawa,Sweden,Europe,Men+,25,Ontario
Ottawa,United Kingdom,Europe,Men+,480,Ontario
Ottawa,Albania,Europe,Men+,30,Ontario
Ottawa,Bosnia and Herzegovina,Europe,Men+,15,Ontario
Ottawa,Croatia,Europe,Men+,10,Ontario
Ottawa,Greece,Europe,Men+,30,Ontario
Ottawa,Italy,Europe,Men+,45,Ontario
Ottawa,Kosovo,Europe,Men+,15,Ontario
Ottawa,Malta,Europe,Men+,10,Ontario
Ottawa,North Macedonia,Europe,Men+,10,Ontario
Ottawa,Portugal,Europe,Men+,20,Ontario
Ottawa,Serbia,Europe,Men+,15,Ontario
Ottawa,Spain,Europe,Men+,75,Ontario
Ottawa,Benin,Africa,Men+,95,Ontario
Ottawa,Burkina Faso,Africa,Men+,55,Ontario
Ottawa,Côte d'Ivoire,Africa,Men+,410,Ontario
Ottawa,Gambia,Africa,Men+,20,Ontario
Ottawa,Ghana,Africa,Men+,110,Ontario
Ottawa,Guinea,Africa,Men+,115,Ontario
Ottawa,Mali,Africa,Men+,35,Ontario
Ottawa,Mauritania,Africa,Men+,10,Ontario
Ottawa,Niger,Africa,Men+,45,Ontario
Ottawa,Nigeria,Africa,Men+,980,Ontario
Ottawa,Senegal,Africa,Men+,70,Ontario
Ottawa,Sierra Leone,Africa,Men+,10,Ontario
Ottawa,Togo,Africa,Men+,100,Ontario
Ottawa,Burundi,Africa,Men+,925,Ontario
Ottawa,Djibouti,Africa,Men+,345,Ontario
Ottawa,Eritrea,Africa,Men+,305,Ontario
Ottawa,Ethiopia,Africa,Men+,225,Ontario
Ottawa,Kenya,Africa,Men+,125,Ontario
Ottawa,Madagascar,Africa,Men+,20,Ontario
Ottawa,Mauritius,Africa,Men+,50,Ontario
Ottawa,Rwanda,Africa,Men+,225,Ontario
Ottawa,Somalia,Africa,Men+,305,Ontario
Ottawa,Tanzania,Africa,Men+,95,Ontario
Ottawa,Uganda,Africa,Men+,55,Ontario
