Canadian Province/CMA,Visible minority,"Highest certificate, diploma or degree",Gender,Total - Labour force status,In the labour force,Employed,Unemployed,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Province
Montréal,Korean,"College, CEGEP or other non-university certificate or diploma",Men+,45.0,25.0,15.0,10.0,20.0,55.6,33.3,40.0,Quebec
Montréal,Korean,"College, CEGEP or other non-university certificate or diploma",Women+,60.0,35.0,25.0,0.0,30.0,58.3,41.7,0.0,Quebec
Montréal,Korean,High (secondary) school diploma or equivalency certificate,Men+,50.0,35.0,35.0,0.0,20.0,70.0,70.0,0.0,Quebec
Montréal,Korean,High (secondary) school diploma or equivalency certificate,Women+,105.0,55.0,55.0,0.0,55.0,52.4,52.4,0.0,Quebec
Montréal,Korean,"No certificate, diploma or degree",Men+,30.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,Quebec
Montréal,Korean,"No certificate, diploma or degree",Women+,30.0,10.0,10.0,0.0,25.0,33.3,33.3,0.0,Quebec
Montréal,Korean,University certificate or diploma below bachelor level,Men+,20.0,15.0,15.0,0.0,0.0,75.0,75.0,0.0,Quebec
Montréal,Korean,University certificate or diploma below bachelor level,Women+,30.0,15.0,15.0,0.0,10.0,50.0,50.0,0.0,Quebec
Montréal,Latin American,Apprenticeship or trades certificate or diploma,Men+,245.0,205.0,180.0,20.0,45.0,83.7,73.5,9.8,Quebec
Montréal,Latin American,Apprenticeship or trades certificate or diploma,Women+,305.0,195.0,170.0,30.0,110.0,63.9,55.7,15.4,Quebec
Montréal,Latin American,Bachelor's degree or higher,Men+,1830.0,1615.0,1485.0,125.0,210.0,88.3,81.1,7.7,Quebec
Montréal,Latin American,Bachelor's degree or higher,Women+,2360.0,1815.0,1590.0,230.0,545.0,76.9,67.4,12.7,Quebec
Montréal,Latin American,"College, CEGEP or other non-university certificate or diploma",Men+,450.0,370.0,350.0,20.0,80.0,82.2,77.8,5.4,Quebec
Montréal,Latin American,"College, CEGEP or other non-university certificate or diploma",Women+,495.0,325.0,285.0,40.0,170.0,65.7,57.6,12.3,Quebec
Montréal,Latin American,High (secondary) school diploma or equivalency certificate,Men+,690.0,515.0,460.0,55.0,170.0,74.6,66.7,10.7,Quebec
Montréal,Latin American,High (secondary) school diploma or equivalency certificate,Women+,770.0,465.0,390.0,75.0,305.0,60.4,50.6,16.1,Quebec
Montréal,Latin American,"No certificate, diploma or degree",Men+,575.0,330.0,285.0,45.0,250.0,57.4,49.6,13.6,Quebec
Montréal,Latin American,"No certificate, diploma or degree",Women+,615.0,200.0,150.0,50.0,415.0,32.5,24.4,25.0,Quebec
Montréal,Latin American,University certificate or diploma below bachelor level,Men+,90.0,80.0,70.0,10.0,10.0,88.9,77.8,12.5,Quebec
Montréal,Latin American,University certificate or diploma below bachelor level,Women+,200.0,135.0,105.0,35.0,60.0,67.5,52.5,25.9,Quebec
Montréal,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+,35.0,35.0,35.0,0.0,0.0,100.0,100.0,0.0,Quebec
Montréal,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0,Quebec
Montréal,Multiple visible minorities,Bachelor's degree or higher,Men+,370.0,310.0,295.0,15.0,55.0,83.8,79.7,4.8,Quebec
Montréal,Multiple visible minorities,Bachelor's degree or higher,Women+,410.0,265.0,230.0,35.0,145.0,64.6,56.1,13.2,Quebec
Montréal,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+,80.0,65.0,60.0,0.0,15.0,81.3,75.0,0.0,Quebec
Montréal,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+,95.0,65.0,55.0,10.0,25.0,68.4,57.9,15.4,Quebec
Montréal,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+,135.0,105.0,105.0,0.0,30.0,77.8,77.8,0.0,Quebec
Montréal,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+,120.0,80.0,70.0,10.0,35.0,66.7,58.3,12.5,Quebec
Montréal,Multiple visible minorities,"No certificate, diploma or degree",Men+,125.0,80.0,55.0,20.0,50.0,64.0,44.0,25.0,Quebec
Montréal,Multiple visible minorities,"No certificate, diploma or degree",Women+,145.0,30.0,30.0,0.0,110.0,20.7,20.7,0.0,Quebec
Montréal,Multiple visible minorities,University certificate or diploma below bachelor level,Men+,20.0,10.0,10.0,0.0,0.0,50.0,50.0,0.0,Quebec
Montréal,Multiple visible minorities,University certificate or diploma below bachelor level,Women+,20.0,15.0,10.0,0.0,0.0,75.0,50.0,0.0,Quebec
Montréal,South Asian,Apprenticeship or trades certificate or diploma,Men+,155.0,135.0,135.0,0.0,20.0,87.1,87.1,0.0,Quebec
Montréal,South Asian,Apprenticeship or trades certificate or diploma,Women+,120.0,70.0,60.0,10.0,55.0,58.3,50.0,14.3,Quebec
Montréal,South Asian,Bachelor's degree or higher,Men+,3140.0,2970.0,2790.0,180.0,165.0,94.6,88.9,6.1,Quebec
Montréal,South Asian,Bachelor's degree or higher,Women+,2900.0,2085.0,1775.0,310.0,815.0,71.9,61.2,14.9,Quebec
Montréal,South Asian,"College, CEGEP or other non-university certificate or diploma",Men+,510.0,450.0,380.0,70.0,55.0,88.2,74.5,15.6,Quebec
Montréal,South Asian,"College, CEGEP or other non-university certificate or diploma",Women+,400.0,265.0,210.0,55.0,135.0,66.3,52.5,20.8,Quebec
Montréal,South Asian,High (secondary) school diploma or equivalency certificate,Men+,760.0,645.0,505.0,135.0,120.0,84.9,66.4,20.9,Quebec
Montréal,South Asian,High (secondary) school diploma or equivalency certificate,Women+,735.0,385.0,255.0,135.0,355.0,52.4,34.7,35.1,Quebec
Montréal,South Asian,"No certificate, diploma or degree",Men+,535.0,335.0,290.0,50.0,200.0,62.6,54.2,14.9,Quebec
Montréal,South Asian,"No certificate, diploma or degree",Women+,675.0,240.0,140.0,105.0,430.0,35.6,20.7,43.8,Quebec
Montréal,South Asian,University certificate or diploma below bachelor level,Men+,210.0,200.0,190.0,15.0,10.0,95.2,90.5,7.5,Quebec
Montréal,South Asian,University certificate or diploma below bachelor level,Women+,185.0,135.0,110.0,25.0,45.0,73.0,59.5,18.5,Quebec
Montréal,Southeast Asian,Apprenticeship or trades certificate or diploma,Men+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,Quebec
Montréal,Southeast Asian,Apprenticeship or trades certificate or diploma,Women+,50.0,30.0,25.0,0.0,15.0,60.0,50.0,0.0,Quebec
Montréal,Southeast Asian,Bachelor's degree or higher,Men+,370.0,305.0,275.0,25.0,70.0,82.4,74.3,8.2,Quebec
Montréal,Southeast Asian,Bachelor's degree or higher,Women+,575.0,445.0,400.0,40.0,125.0,77.4,69.6,9.0,Quebec
Montréal,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+,85.0,75.0,75.0,0.0,15.0,88.2,88.2,0.0,Quebec
Montréal,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+,155.0,105.0,85.0,25.0,45.0,67.7,54.8,23.8,Quebec
Montréal,Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+,160.0,105.0,105.0,0.0,50.0,65.6,65.6,0.0,Quebec
Montréal,Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+,250.0,155.0,130.0,30.0,100.0,62.0,52.0,19.4,Quebec
Montréal,Southeast Asian,"No certificate, diploma or degree",Men+,140.0,35.0,35.0,0.0,105.0,25.0,25.0,0.0,Quebec
Montréal,Southeast Asian,"No certificate, diploma or degree",Women+,300.0,115.0,90.0,25.0,185.0,38.3,30.0,21.7,Quebec
Montréal,Southeast Asian,University certificate or diploma below bachelor level,Men+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,Quebec
Montréal,Southeast Asian,University certificate or diploma below bachelor level,Women+,95.0,65.0,50.0,15.0,35.0,68.4,52.6,23.1,Quebec
Montréal,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0,Quebec
Montréal,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+,20.0,10.0,10.0,0.0,0.0,50.0,50.0,0.0,Quebec
Montréal,"Visible minority, n.i.e.",Bachelor's degree or higher,Men+,185.0,150.0,140.0,10.0,35.0,81.1,75.7,6.7,Quebec
Montréal,"Visible minority, n.i.e.",Bachelor's degree or higher,Women+,190.0,125.0,95.0,30.0,65.0,65.8,50.0,24.0,Quebec
Montréal,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+,50.0,40.0,40.0,0.0,0.0,80.0,80.0,0.0,Quebec
Montréal,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+,55.0,40.0,35.0,0.0,15.0,72.7,63.6,0.0,Quebec
Montréal,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+,60.0,30.0,30.0,0.0,25.0,50.0,50.0,0.0,Quebec
Montréal,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+,40.0,25.0,15.0,0.0,15.0,62.5,37.5,0.0,Quebec
Montréal,"Visible minority, n.i.e.","No certificate, diploma or degree",Men+,45.0,30.0,30.0,0.0,15.0,66.7,66.7,0.0,Quebec
Montréal,"Visible minority, n.i.e.","No certificate, diploma or degree",Women+,30.0,20.0,10.0,10.0,15.0,66.7,33.3,50.0,Quebec
Montréal,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+,20.0,15.0,10.0,0.0,0.0,75.0,50.0,0.0,Quebec
Montréal,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+,20.0,10.0,10.0,0.0,10.0,50.0,50.0,0.0,Quebec
Montréal,West Asian,Apprenticeship or trades certificate or diploma,Men+,90.0,65.0,50.0,15.0,25.0,72.2,55.6,23.1,Quebec
Montréal,West Asian,Apprenticeship or trades certificate or diploma,Women+,65.0,40.0,35.0,0.0,25.0,61.5,53.8,0.0,Quebec
Montréal,West Asian,Bachelor's degree or higher,Men+,1245.0,1025.0,880.0,145.0,215.0,82.3,70.7,14.1,Quebec
Montréal,West Asian,Bachelor's degree or higher,Women+,1355.0,955.0,790.0,160.0,405.0,70.5,58.3,16.8,Quebec
Montréal,West Asian,"College, CEGEP or other non-university certificate or diploma",Men+,155.0,110.0,100.0,10.0,45.0,71.0,64.5,9.1,Quebec
Montréal,West Asian,"College, CEGEP or other non-university certificate or diploma",Women+,185.0,100.0,75.0,25.0,85.0,54.1,40.5,25.0,Quebec
Montréal,West Asian,High (secondary) school diploma or equivalency certificate,Men+,290.0,185.0,165.0,15.0,105.0,63.8,56.9,8.1,Quebec
Montréal,West Asian,High (secondary) school diploma or equivalency certificate,Women+,320.0,145.0,110.0,40.0,170.0,45.3,34.4,27.6,Quebec
Montréal,West Asian,"No certificate, diploma or degree",Men+,430.0,275.0,240.0,30.0,155.0,64.0,55.8,10.9,Quebec
Montréal,West Asian,"No certificate, diploma or degree",Women+,475.0,195.0,165.0,30.0,280.0,41.1,34.7,15.4,Quebec
Montréal,West Asian,University certificate or diploma below bachelor level,Men+,65.0,50.0,35.0,15.0,15.0,76.9,53.8,30.0,Quebec
Montréal,West Asian,University certificate or diploma below bachelor level,Women+,75.0,40.0,30.0,10.0,35.0,53.3,40.0,25.0,Quebec
Nanaimo,Arab,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Arab,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Arab,Bachelor's degree or higher,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Arab,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Arab,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Arab,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Arab,High (secondary) school diploma or equivalency certificate,Men+,20.0,15.0,15.0,0.0,0.0,75.0,75.0,0.0,Nanaimo
Nanaimo,Arab,High (secondary) school diploma or equivalency certificate,Women+,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Arab,"No certificate, diploma or degree",Men+,30.0,25.0,25.0,0.0,0.0,83.3,83.3,0.0,Nanaimo
Nanaimo,Arab,"No certificate, diploma or degree",Women+,25.0,10.0,0.0,0.0,20.0,40.0,0.0,0.0,Nanaimo
Nanaimo,Arab,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Arab,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Black,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Black,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Black,Bachelor's degree or higher,Men+,65.0,65.0,55.0,0.0,0.0,100.0,84.6,0.0,Nanaimo
Nanaimo,Black,Bachelor's degree or higher,Women+,80.0,60.0,45.0,10.0,20.0,75.0,56.3,16.7,Nanaimo
Nanaimo,Black,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Black,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Black,High (secondary) school diploma or equivalency certificate,Men+,25.0,15.0,0.0,10.0,10.0,60.0,0.0,66.7,Nanaimo
Nanaimo,Black,High (secondary) school diploma or equivalency certificate,Women+,10.0,10.0,0.0,10.0,0.0,100.0,0.0,100.0,Nanaimo
Nanaimo,Black,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Black,"No certificate, diploma or degree",Women+,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Black,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Black,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Chinese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Chinese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Chinese,Bachelor's degree or higher,Men+,90.0,60.0,55.0,0.0,25.0,66.7,61.1,0.0,Nanaimo
Nanaimo,Chinese,Bachelor's degree or higher,Women+,140.0,85.0,70.0,20.0,50.0,60.7,50.0,23.5,Nanaimo
Nanaimo,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+,20.0,10.0,10.0,0.0,15.0,50.0,50.0,0.0,Nanaimo
Nanaimo,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+,15.0,15.0,15.0,0.0,10.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Chinese,High (secondary) school diploma or equivalency certificate,Men+,15.0,10.0,10.0,0.0,10.0,66.7,66.7,0.0,Nanaimo
Nanaimo,Chinese,High (secondary) school diploma or equivalency certificate,Women+,45.0,10.0,0.0,0.0,40.0,22.2,0.0,0.0,Nanaimo
Nanaimo,Chinese,"No certificate, diploma or degree",Men+,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Chinese,"No certificate, diploma or degree",Women+,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Chinese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Chinese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Filipino,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Filipino,Apprenticeship or trades certificate or diploma,Women+,20.0,10.0,0.0,0.0,10.0,50.0,0.0,0.0,Nanaimo
Nanaimo,Filipino,Bachelor's degree or higher,Men+,35.0,35.0,25.0,0.0,0.0,100.0,71.4,0.0,Nanaimo
Nanaimo,Filipino,Bachelor's degree or higher,Women+,45.0,45.0,45.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Filipino,High (secondary) school diploma or equivalency certificate,Men+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Filipino,High (secondary) school diploma or equivalency certificate,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Filipino,"No certificate, diploma or degree",Men+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Filipino,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Filipino,University certificate or diploma below bachelor level,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Filipino,University certificate or diploma below bachelor level,Women+,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0,Nanaimo
Nanaimo,Japanese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,Bachelor's degree or higher,Women+,15.0,10.0,10.0,0.0,10.0,66.7,66.7,0.0,Nanaimo
Nanaimo,Japanese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Japanese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,Bachelor's degree or higher,Men+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,Nanaimo
Nanaimo,Korean,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,High (secondary) school diploma or equivalency certificate,Women+,25.0,10.0,10.0,0.0,15.0,40.0,40.0,0.0,Nanaimo
Nanaimo,Korean,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Korean,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Latin American,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Latin American,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Latin American,Bachelor's degree or higher,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Latin American,Bachelor's degree or higher,Women+,20.0,15.0,15.0,0.0,10.0,75.0,75.0,0.0,Nanaimo
Nanaimo,Latin American,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Latin American,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Latin American,High (secondary) school diploma or equivalency certificate,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Latin American,High (secondary) school diploma or equivalency certificate,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Latin American,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Latin American,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Latin American,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Latin American,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
Nanaimo,Multiple visible minorities,Bachelor's degree or higher,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Nanaimo
Nanaimo,Multiple visible minorities,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nanaimo
