Canadian Province/CMA,Gender,Mother tongue,Population,Province
British Columbia,Men+,Burmese,10,British Columbia
British Columbia,Men+,S'gaw Karen,65,British Columbia
British Columbia,Men+,Tibetan,55,British Columbia
British Columbia,Men+,"Tibeto-Burman languages, n.i.e.",10,British Columbia
British Columbia,Men+,Thai,180,British Columbia
British Columbia,Men+,"Tai-Kadai languages, n.i.e.",10,British Columbia
British Columbia,Men+,Azerbaijani,105,British Columbia
British Columbia,Men+,Kazakh,10,British Columbia
British Columbia,Men+,Turkish,675,British Columbia
British Columbia,Men+,Uyghur,30,British Columbia
British Columbia,Men+,Uzbek,10,British Columbia
British Columbia,Men+,"Turkic languages, n.i.e.",30,British Columbia
British Columbia,Men+,Finnish,60,British Columbia
British Columbia,Men+,Hungarian,155,British Columbia
British Columbia,Men+,"Other languages, n.i.e.",10,British Columbia
British Columbia,Women+,English,24225,British Columbia
British Columbia,Women+,French,1345,British Columbia
British Columbia,Women+,Bilen,20,British Columbia
British Columbia,Women+,Oromo,40,British Columbia
British Columbia,Women+,Somali,120,British Columbia
British Columbia,Women+,Amharic,180,British Columbia
British Columbia,Women+,Arabic,3670,British Columbia
British Columbia,Women+,Assyrian Neo-Aramaic,30,British Columbia
British Columbia,Women+,Chaldean Neo-Aramaic,50,British Columbia
British Columbia,Women+,"Aramaic, n.o.s.",20,British Columbia
British Columbia,Women+,Hebrew,210,British Columbia
British Columbia,Women+,Tigrigna,645,British Columbia
British Columbia,Women+,Khmer (Cambodian),100,British Columbia
British Columbia,Women+,Vietnamese,1700,British Columbia
British Columbia,Women+,Bikol,55,British Columbia
British Columbia,Women+,"Bisaya, n.o.s.",165,British Columbia
British Columbia,Women+,Cebuano,690,British Columbia
British Columbia,Women+,Fijian,45,British Columbia
British Columbia,Women+,Hiligaynon,260,British Columbia
British Columbia,Women+,Ilocano,840,British Columbia
British Columbia,Women+,Indonesian,290,British Columbia
British Columbia,Women+,Kankanaey,30,British Columbia
British Columbia,Women+,Kinaray-a,20,British Columbia
British Columbia,Women+,Malay,50,British Columbia
British Columbia,Women+,"Pampangan (Kapampangan, Pampango)",100,British Columbia
British Columbia,Women+,Pangasinan,10,British Columbia
British Columbia,Women+,"Tagalog (Pilipino, Filipino)",8775,British Columbia
British Columbia,Women+,Waray-Waray,55,British Columbia
British Columbia,Women+,"Austronesian languages, n.i.e.",90,British Columbia
British Columbia,Women+,Haitian Creole,10,British Columbia
British Columbia,Women+,Jamaican English Creole,10,British Columbia
British Columbia,Women+,Morisyen,45,British Columbia
British Columbia,Women+,"Creole, n.o.s.",35,British Columbia
British Columbia,Women+,"Creole languages, n.i.e.",15,British Columbia
British Columbia,Women+,Kannada,155,British Columbia
British Columbia,Women+,Malayalam,795,British Columbia
British Columbia,Women+,Tamil,800,British Columbia
British Columbia,Women+,Telugu,580,British Columbia
British Columbia,Women+,Tulu,15,British Columbia
British Columbia,Women+,Georgian,20,British Columbia
British Columbia,Women+,Albanian,90,British Columbia
British Columbia,Women+,Armenian,150,British Columbia
British Columbia,Women+,Baltic languages,75,British Columbia
British Columbia,Women+,Latvian,20,British Columbia
British Columbia,Women+,Lithuanian,55,British Columbia
British Columbia,Women+,Slavic languages,4135,British Columbia
British Columbia,Women+,Belarusian,10,British Columbia
British Columbia,Women+,Bulgarian,70,British Columbia
British Columbia,Women+,Czech,280,British Columbia
British Columbia,Women+,Macedonian,20,British Columbia
British Columbia,Women+,Polish,335,British Columbia
British Columbia,Women+,Russian,2430,British Columbia
British Columbia,Women+,Serbo-Croatian,450,British Columbia
British Columbia,Women+,Bosnian,10,British Columbia
British Columbia,Women+,Croatian,140,British Columbia
British Columbia,Women+,Serbian,300,British Columbia
British Columbia,Women+,Slovak,170,British Columbia
British Columbia,Women+,Slovene (Slovenian),10,British Columbia
British Columbia,Women+,Ukrainian,505,British Columbia
British Columbia,Women+,Irish,30,British Columbia
British Columbia,Women+,Welsh,15,British Columbia
British Columbia,Women+,German,805,British Columbia
British Columbia,Women+,Swiss German,30,British Columbia
British Columbia,Women+,Afrikaans,450,British Columbia
British Columbia,Women+,Dutch,205,British Columbia
British Columbia,Women+,Vlaams (Flemish),15,British Columbia
British Columbia,Women+,Danish,25,British Columbia
British Columbia,Women+,Icelandic,30,British Columbia
British Columbia,Women+,Norwegian,45,British Columbia
British Columbia,Women+,Swedish,125,British Columbia
British Columbia,Women+,Greek,140,British Columbia
British Columbia,Women+,Assamese,10,British Columbia
British Columbia,Women+,Bengali,470,British Columbia
British Columbia,Women+,Gujarati,715,British Columbia
British Columbia,Women+,Hindi,3630,British Columbia
British Columbia,Women+,Kacchi,15,British Columbia
British Columbia,Women+,Konkani,35,British Columbia
British Columbia,Women+,Marathi,340,British Columbia
British Columbia,Women+,Nepali,210,British Columbia
British Columbia,Women+,"Oriya, n.o.s.",15,British Columbia
British Columbia,Women+,Punjabi (Panjabi),11500,British Columbia
British Columbia,Women+,Sindhi,45,British Columbia
British Columbia,Women+,Sinhala (Sinhalese),150,British Columbia
British Columbia,Women+,Urdu,1250,British Columbia
British Columbia,Women+,"Indo-Aryan languages, n.i.e.",15,British Columbia
British Columbia,Women+,Baluchi,10,British Columbia
British Columbia,Women+,Kurdish,360,British Columbia
British Columbia,Women+,Parsi,15,British Columbia
British Columbia,Women+,Pashto,110,British Columbia
British Columbia,Women+,Dari,505,British Columbia
British Columbia,Women+,Iranian Persian,2645,British Columbia
British Columbia,Women+,"Persian (Farsi), n.o.s.",245,British Columbia
British Columbia,Women+,Catalan,20,British Columbia
British Columbia,Women+,Italian,345,British Columbia
British Columbia,Women+,Portuguese,2715,British Columbia
British Columbia,Women+,Romanian,360,British Columbia
British Columbia,Women+,Spanish,4275,British Columbia
British Columbia,Women+,Japanese,1515,British Columbia
British Columbia,Women+,Korean,4190,British Columbia
British Columbia,Women+,Mongolian,80,British Columbia
British Columbia,Women+,Akan (Twi),100,British Columbia
British Columbia,Women+,Edo,10,British Columbia
British Columbia,Women+,Éwé,15,British Columbia
British Columbia,Women+,Ganda,30,British Columbia
British Columbia,Women+,Gikuyu,10,British Columbia
British Columbia,Women+,Igbo,50,British Columbia
British Columbia,Women+,Kinyarwanda (Rwanda),60,British Columbia
British Columbia,Women+,Lingala,20,British Columbia
British Columbia,Women+,Rundi (Kirundi),55,British Columbia
British Columbia,Women+,Shona,60,British Columbia
British Columbia,Women+,Sotho-Tswana languages,10,British Columbia
British Columbia,Women+,Swahili,215,British Columbia
British Columbia,Women+,Wolof,10,British Columbia
British Columbia,Women+,Yoruba,175,British Columbia
British Columbia,Women+,"Niger-Congo languages, n.i.e.",125,British Columbia
British Columbia,Women+,Dinka,15,British Columbia
British Columbia,Women+,"Nilo-Saharan languages, n.i.e.",10,British Columbia
British Columbia,Women+,American Sign Language,10,British Columbia
British Columbia,Women+,Hakka,55,British Columbia
British Columbia,Women+,Mandarin,16930,British Columbia
British Columbia,Women+,Min Dong,10,British Columbia
British Columbia,Women+,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",375,British Columbia
British Columbia,Women+,Wu (Shanghainese),130,British Columbia
British Columbia,Women+,Yue (Cantonese),3325,British Columbia
British Columbia,Women+,"Chinese, n.o.s.",75,British Columbia
British Columbia,Women+,"Chinese languages, n.i.e.",10,British Columbia
British Columbia,Women+,Burmese,20,British Columbia
British Columbia,Women+,Kuki-Chin languages,10,British Columbia
British Columbia,Women+,S'gaw Karen,40,British Columbia
British Columbia,Women+,"Karenic languages, n.i.e.",15,British Columbia
British Columbia,Women+,Tibetan,40,British Columbia
British Columbia,Women+,"Sino-Tibetan languages, n.i.e.",10,British Columbia
British Columbia,Women+,Thai,480,British Columbia
British Columbia,Women+,Azerbaijani,85,British Columbia
British Columbia,Women+,Kazakh,40,British Columbia
British Columbia,Women+,Turkish,500,British Columbia
British Columbia,Women+,Uyghur,20,British Columbia
British Columbia,Women+,Uzbek,10,British Columbia
British Columbia,Women+,"Turkic languages, n.i.e.",55,British Columbia
British Columbia,Women+,Estonian,10,British Columbia
British Columbia,Women+,Finnish,45,British Columbia
British Columbia,Women+,Hungarian,180,British Columbia
British Columbia,Women+,"Other languages, n.i.e.",20,British Columbia
Abbotsford - Mission,Men+,English,645,British Columbia
Abbotsford - Mission,Men+,Amharic,10,British Columbia
Abbotsford - Mission,Men+,Arabic,185,British Columbia
Abbotsford - Mission,Men+,Assyrian Neo-Aramaic,10,British Columbia
Abbotsford - Mission,Men+,Tigrigna,20,British Columbia
Abbotsford - Mission,Men+,Vietnamese,40,British Columbia
Abbotsford - Mission,Men+,Cebuano,35,British Columbia
Abbotsford - Mission,Men+,Ilocano,20,British Columbia
Abbotsford - Mission,Men+,"Tagalog (Pilipino, Filipino)",115,British Columbia
Abbotsford - Mission,Men+,Malayalam,50,British Columbia
Abbotsford - Mission,Men+,Armenian,15,British Columbia
Abbotsford - Mission,Men+,Slavic languages,55,British Columbia
Abbotsford - Mission,Men+,Russian,35,British Columbia
Abbotsford - Mission,Men+,Serbo-Croatian,10,British Columbia
Abbotsford - Mission,Men+,Ukrainian,10,British Columbia
Abbotsford - Mission,Men+,German,20,British Columbia
Abbotsford - Mission,Men+,Afrikaans,10,British Columbia
Abbotsford - Mission,Men+,Icelandic,10,British Columbia
Abbotsford - Mission,Men+,Gujarati,45,British Columbia
Abbotsford - Mission,Men+,Hindi,125,British Columbia
Abbotsford - Mission,Men+,Punjabi (Panjabi),1655,British Columbia
Abbotsford - Mission,Men+,Urdu,75,British Columbia
Abbotsford - Mission,Men+,Pashto,20,British Columbia
Abbotsford - Mission,Men+,Italian,10,British Columbia
Abbotsford - Mission,Men+,Portuguese,10,British Columbia
Abbotsford - Mission,Men+,Spanish,45,British Columbia
Abbotsford - Mission,Men+,Korean,60,British Columbia
Abbotsford - Mission,Men+,Lingala,45,British Columbia
Abbotsford - Mission,Men+,Swahili,15,British Columbia
Abbotsford - Mission,Men+,Yoruba,10,British Columbia
Abbotsford - Mission,Men+,"Niger-Congo languages, n.i.e.",20,British Columbia
Abbotsford - Mission,Men+,Mandarin,20,British Columbia
Abbotsford - Mission,Men+,Yue (Cantonese),20,British Columbia
Abbotsford - Mission,Men+,Turkish,30,British Columbia
Abbotsford - Mission,Women+,English,645,British Columbia
Abbotsford - Mission,Women+,French,25,British Columbia
Abbotsford - Mission,Women+,Arabic,220,British Columbia
Abbotsford - Mission,Women+,Tigrigna,10,British Columbia
Abbotsford - Mission,Women+,Vietnamese,35,British Columbia
Abbotsford - Mission,Women+,Cebuano,35,British Columbia
Abbotsford - Mission,Women+,Ilocano,15,British Columbia
Abbotsford - Mission,Women+,Indonesian,10,British Columbia
Abbotsford - Mission,Women+,"Tagalog (Pilipino, Filipino)",125,British Columbia
Abbotsford - Mission,Women+,Malayalam,55,British Columbia
Abbotsford - Mission,Women+,Albanian,10,British Columbia
Abbotsford - Mission,Women+,Armenian,15,British Columbia
Abbotsford - Mission,Women+,Slavic languages,100,British Columbia
Abbotsford - Mission,Women+,Czech,15,British Columbia
Abbotsford - Mission,Women+,Russian,65,British Columbia
Abbotsford - Mission,Women+,Ukrainian,15,British Columbia
Abbotsford - Mission,Women+,German,25,British Columbia
Abbotsford - Mission,Women+,Afrikaans,30,British Columbia
Abbotsford - Mission,Women+,Icelandic,10,British Columbia
Abbotsford - Mission,Women+,Gujarati,45,British Columbia
Abbotsford - Mission,Women+,Hindi,100,British Columbia
Abbotsford - Mission,Women+,Punjabi (Panjabi),1810,British Columbia
Abbotsford - Mission,Women+,Sinhala (Sinhalese),10,British Columbia
Abbotsford - Mission,Women+,Urdu,55,British Columbia
Abbotsford - Mission,Women+,Baluchi,10,British Columbia
Abbotsford - Mission,Women+,Dari,15,British Columbia
Abbotsford - Mission,Women+,Iranian Persian,10,British Columbia
Abbotsford - Mission,Women+,"Persian (Farsi), n.o.s.",10,British Columbia
Abbotsford - Mission,Women+,Italian,10,British Columbia
Abbotsford - Mission,Women+,Portuguese,20,British Columbia
Abbotsford - Mission,Women+,Romanian,10,British Columbia
Abbotsford - Mission,Women+,Spanish,85,British Columbia
Abbotsford - Mission,Women+,Japanese,10,British Columbia
Abbotsford - Mission,Women+,Korean,65,British Columbia
Abbotsford - Mission,Women+,Swahili,15,British Columbia
Abbotsford - Mission,Women+,Yoruba,10,British Columbia
Abbotsford - Mission,Women+,"Niger-Congo languages, n.i.e.",20,British Columbia
Abbotsford - Mission,Women+,Mandarin,60,British Columbia
Abbotsford - Mission,Women+,Yue (Cantonese),25,British Columbia
Abbotsford - Mission,Women+,Thai,15,British Columbia
Abbotsford - Mission,Women+,Turkish,15,British Columbia
Chilliwack,Men+,English,240,British Columbia
Chilliwack,Men+,Arabic,35,British Columbia
Chilliwack,Men+,Vietnamese,15,British Columbia
Chilliwack,Men+,Ilocano,15,British Columbia
Chilliwack,Men+,"Tagalog (Pilipino, Filipino)",50,British Columbia
Chilliwack,Men+,Malayalam,10,British Columbia
Chilliwack,Men+,Telugu,15,British Columbia
Chilliwack,Men+,Slavic languages,30,British Columbia
Chilliwack,Men+,Russian,20,British Columbia
Chilliwack,Men+,Ukrainian,10,British Columbia
Chilliwack,Men+,German,10,British Columbia
Chilliwack,Men+,Afrikaans,10,British Columbia
Chilliwack,Men+,Hindi,30,British Columbia
Chilliwack,Men+,Punjabi (Panjabi),95,British Columbia
Chilliwack,Men+,Sinhala (Sinhalese),10,British Columbia
Chilliwack,Men+,Urdu,10,British Columbia
Chilliwack,Men+,Iranian Persian,10,British Columbia
Chilliwack,Men+,Portuguese,35,British Columbia
Chilliwack,Men+,Romanian,35,British Columbia
Chilliwack,Men+,Spanish,35,British Columbia
Chilliwack,Men+,Korean,20,British Columbia
Chilliwack,Men+,Shona,10,British Columbia
Chilliwack,Men+,Mandarin,50,British Columbia
Chilliwack,Men+,Yue (Cantonese),10,British Columbia
Chilliwack,Men+,Turkish,10,British Columbia
Chilliwack,Men+,Hungarian,10,British Columbia
Chilliwack,Women+,English,255,British Columbia
Chilliwack,Women+,French,15,British Columbia
Chilliwack,Women+,Arabic,30,British Columbia
Chilliwack,Women+,Vietnamese,30,British Columbia
Chilliwack,Women+,Cebuano,10,British Columbia
Chilliwack,Women+,"Tagalog (Pilipino, Filipino)",125,British Columbia
Chilliwack,Women+,Malayalam,10,British Columbia
Chilliwack,Women+,Telugu,10,British Columbia
Chilliwack,Women+,Slavic languages,55,British Columbia
Chilliwack,Women+,Russian,20,British Columbia
Chilliwack,Women+,Serbo-Croatian,10,British Columbia
Chilliwack,Women+,Croatian,10,British Columbia
Chilliwack,Women+,Slovak,15,British Columbia
Chilliwack,Women+,Ukrainian,10,British Columbia
Chilliwack,Women+,German,10,British Columbia
Chilliwack,Women+,Afrikaans,25,British Columbia
Chilliwack,Women+,Hindi,30,British Columbia
Chilliwack,Women+,Nepali,15,British Columbia
Chilliwack,Women+,Punjabi (Panjabi),95,British Columbia
Chilliwack,Women+,Sinhala (Sinhalese),10,British Columbia
Chilliwack,Women+,Urdu,10,British Columbia
Chilliwack,Women+,Iranian Persian,10,British Columbia
Chilliwack,Women+,Portuguese,40,British Columbia
Chilliwack,Women+,Romanian,20,British Columbia
Chilliwack,Women+,Spanish,45,British Columbia
Chilliwack,Women+,Japanese,10,British Columbia
Chilliwack,Women+,Korean,25,British Columbia
Chilliwack,Women+,Mandarin,60,British Columbia
Chilliwack,Women+,Yue (Cantonese),15,British Columbia
Chilliwack,Women+,Thai,10,British Columbia
Chilliwack,Women+,Hungarian,10,British Columbia
Kamloops,Men+,English,235,British Columbia
Kamloops,Men+,French,10,British Columbia
Kamloops,Men+,Arabic,20,British Columbia
Kamloops,Men+,Ilocano,20,British Columbia
Kamloops,Men+,"Tagalog (Pilipino, Filipino)",85,British Columbia
Kamloops,Men+,Malayalam,20,British Columbia
Kamloops,Men+,Tamil,15,British Columbia
Kamloops,Men+,German,15,British Columbia
Kamloops,Men+,Afrikaans,35,British Columbia
Kamloops,Men+,Gujarati,10,British Columbia
Kamloops,Men+,Hindi,45,British Columbia
Kamloops,Men+,Punjabi (Panjabi),75,British Columbia
Kamloops,Men+,Urdu,15,British Columbia
Kamloops,Men+,Portuguese,10,British Columbia
Kamloops,Men+,Spanish,30,British Columbia
Kamloops,Men+,Korean,10,British Columbia
Kamloops,Men+,Yoruba,15,British Columbia
Kamloops,Men+,Mandarin,20,British Columbia
Kamloops,Men+,Yue (Cantonese),15,British Columbia
Kamloops,Women+,English,290,British Columbia
Kamloops,Women+,Arabic,20,British Columbia
Kamloops,Women+,Vietnamese,10,British Columbia
Kamloops,Women+,"Tagalog (Pilipino, Filipino)",130,British Columbia
Kamloops,Women+,"Austronesian languages, n.i.e.",10,British Columbia
Kamloops,Women+,Malayalam,15,British Columbia
Kamloops,Women+,Tamil,10,British Columbia
Kamloops,Women+,Slavic languages,30,British Columbia
Kamloops,Women+,Russian,15,British Columbia
Kamloops,Women+,Afrikaans,45,British Columbia
Kamloops,Women+,Hindi,35,British Columbia
Kamloops,Women+,Punjabi (Panjabi),65,British Columbia
Kamloops,Women+,Urdu,20,British Columbia
Kamloops,Women+,Portuguese,15,British Columbia
Kamloops,Women+,Spanish,25,British Columbia
Kamloops,Women+,Japanese,15,British Columbia
Kamloops,Women+,Korean,10,British Columbia
Kamloops,Women+,Mandarin,10,British Columbia
Kamloops,Women+,Yue (Cantonese),10,British Columbia
Kamloops,Women+,Thai,10,British Columbia
Kamloops,Women+,Finnish,10,British Columbia
Kelowna,Men+,English,905,British Columbia
Kelowna,Men+,French,25,British Columbia
Kelowna,Men+,Amharic,10,British Columbia
Kelowna,Men+,Arabic,130,British Columbia
Kelowna,Men+,Vietnamese,25,British Columbia
Kelowna,Men+,"Bisaya, n.o.s.",10,British Columbia
Kelowna,Men+,Cebuano,35,British Columbia
Kelowna,Men+,Ilocano,10,British Columbia
Kelowna,Men+,"Tagalog (Pilipino, Filipino)",205,British Columbia
Kelowna,Men+,"Austronesian languages, n.i.e.",15,British Columbia
Kelowna,Men+,Haitian Creole,10,British Columbia
Kelowna,Men+,Malayalam,15,British Columbia
Kelowna,Men+,Tamil,20,British Columbia
Kelowna,Men+,Telugu,10,British Columbia
Kelowna,Men+,Slavic languages,120,British Columbia
Kelowna,Men+,Czech,10,British Columbia
Kelowna,Men+,Polish,15,British Columbia
Kelowna,Men+,Russian,75,British Columbia
Kelowna,Men+,Ukrainian,40,British Columbia
Kelowna,Men+,German,35,British Columbia
Kelowna,Men+,Dutch,15,British Columbia
Kelowna,Men+,Bengali,10,British Columbia
Kelowna,Men+,Gujarati,15,British Columbia
Kelowna,Men+,Hindi,75,British Columbia
Kelowna,Men+,Punjabi (Panjabi),160,British Columbia
Kelowna,Men+,Urdu,30,British Columbia
Kelowna,Men+,Italian,10,British Columbia
Kelowna,Men+,Portuguese,55,British Columbia
Kelowna,Men+,Spanish,105,British Columbia
Kelowna,Men+,Korean,60,British Columbia
Kelowna,Men+,Swahili,10,British Columbia
Kelowna,Men+,Mandarin,90,British Columbia
Kelowna,Men+,Yue (Cantonese),30,British Columbia
Kelowna,Men+,Turkish,10,British Columbia
Kelowna,Women+,English,700,British Columbia
Kelowna,Women+,French,30,British Columbia
Kelowna,Women+,Arabic,145,British Columbia
Kelowna,Women+,Khmer (Cambodian),15,British Columbia
Kelowna,Women+,Vietnamese,30,British Columbia
Kelowna,Women+,Cebuano,20,British Columbia
Kelowna,Women+,Ilocano,10,British Columbia
Kelowna,Women+,"Tagalog (Pilipino, Filipino)",240,British Columbia
Kelowna,Women+,Morisyen,10,British Columbia
Kelowna,Women+,"Creole, n.o.s.",10,British Columbia
Kelowna,Women+,Malayalam,20,British Columbia
Kelowna,Women+,Tamil,10,British Columbia
Kelowna,Women+,Slavic languages,125,British Columbia
Kelowna,Women+,Polish,20,British Columbia
Kelowna,Women+,Russian,90,British Columbia
Kelowna,Women+,Ukrainian,30,British Columbia
Kelowna,Women+,German,25,British Columbia
Kelowna,Women+,Afrikaans,10,British Columbia
Kelowna,Women+,Dutch,15,British Columbia
Kelowna,Women+,Swedish,15,British Columbia
Kelowna,Women+,Bengali,15,British Columbia
Kelowna,Women+,Gujarati,25,British Columbia
Kelowna,Women+,Hindi,45,British Columbia
Kelowna,Women+,Punjabi (Panjabi),170,British Columbia
Kelowna,Women+,Urdu,50,British Columbia
Kelowna,Women+,Iranian Persian,15,British Columbia
Kelowna,Women+,Portuguese,40,British Columbia
Kelowna,Women+,Romanian,10,British Columbia
Kelowna,Women+,Spanish,160,British Columbia
Kelowna,Women+,Japanese,25,British Columbia
Kelowna,Women+,Korean,80,British Columbia
Kelowna,Women+,Mongolian,10,British Columbia
Kelowna,Women+,Mandarin,130,British Columbia
Kelowna,Women+,Yue (Cantonese),30,British Columbia
Kelowna,Women+,Thai,25,British Columbia
Kelowna,Women+,Turkish,20,British Columbia
Kelowna,Women+,Hungarian,10,British Columbia
Nanaimo,Men+,English,325,British Columbia
Nanaimo,Men+,Arabic,125,British Columbia
Nanaimo,Men+,Vietnamese,10,British Columbia
Nanaimo,Men+,Cebuano,10,British Columbia
Nanaimo,Men+,Fijian,15,British Columbia
Nanaimo,Men+,"Tagalog (Pilipino, Filipino)",75,British Columbia
Nanaimo,Men+,Malayalam,20,British Columbia
