Canadian Province/CMA,Visible minority,"Highest certificate, diploma or degree",Gender,Total - Labour force status,In the labour force,Employed,Unemployed,Not in the labour force,Participation rate,Employment rate,Unemployment rate
"Prince Albert (CA), Sask.",Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.",Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.",Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.","No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.","No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.","Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",West Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Arab,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Arab,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Arab,Bachelor's degree or higher,Men+ ,50.0,40.0,25.0,15.0,10.0,80.0,50.0,37.5
Prince Edward Island,Arab,Bachelor's degree or higher,Women+ ,35.0,20.0,20.0,0.0,15.0,57.1,57.1,0.0
Prince Edward Island,Arab,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Arab,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Arab,High (secondary) school diploma or equivalency certificate,Men+ ,15.0,10.0,0.0,0.0,0.0,66.7,0.0,0.0
Prince Edward Island,Arab,High (secondary) school diploma or equivalency certificate,Women+ ,30.0,10.0,0.0,0.0,25.0,33.3,0.0,0.0
Prince Edward Island,Arab,"No certificate, diploma or degree",Men+ ,65.0,15.0,15.0,0.0,55.0,23.1,23.1,0.0
Prince Edward Island,Arab,"No certificate, diploma or degree",Women+ ,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
Prince Edward Island,Arab,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Arab,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Black,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Black,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Black,Bachelor's degree or higher,Men+ ,45.0,40.0,35.0,0.0,10.0,88.9,77.8,0.0
Prince Edward Island,Black,Bachelor's degree or higher,Women+ ,65.0,55.0,50.0,10.0,10.0,84.6,76.9,18.2
Prince Edward Island,Black,"College, CEGEP or other non-university certificate or diploma",Men+ ,45.0,40.0,35.0,0.0,0.0,88.9,77.8,0.0
Prince Edward Island,Black,"College, CEGEP or other non-university certificate or diploma",Women+ ,25.0,15.0,15.0,0.0,10.0,60.0,60.0,0.0
Prince Edward Island,Black,High (secondary) school diploma or equivalency certificate,Men+ ,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Black,High (secondary) school diploma or equivalency certificate,Women+ ,20.0,10.0,10.0,0.0,10.0,50.0,50.0,0.0
Prince Edward Island,Black,"No certificate, diploma or degree",Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Black,"No certificate, diploma or degree",Women+ ,30.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
Prince Edward Island,Black,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Black,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Chinese,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Chinese,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Chinese,Bachelor's degree or higher,Men+ ,265.0,180.0,165.0,20.0,85.0,67.9,62.3,11.1
Prince Edward Island,Chinese,Bachelor's degree or higher,Women+ ,295.0,235.0,210.0,25.0,55.0,79.7,71.2,10.6
Prince Edward Island,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+ ,45.0,25.0,25.0,0.0,20.0,55.6,55.6,0.0
Prince Edward Island,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+ ,55.0,25.0,25.0,0.0,30.0,45.5,45.5,0.0
Prince Edward Island,Chinese,High (secondary) school diploma or equivalency certificate,Men+ ,75.0,35.0,35.0,0.0,40.0,46.7,46.7,0.0
Prince Edward Island,Chinese,High (secondary) school diploma or equivalency certificate,Women+ ,45.0,20.0,15.0,0.0,20.0,44.4,33.3,0.0
Prince Edward Island,Chinese,"No certificate, diploma or degree",Men+ ,55.0,10.0,0.0,0.0,45.0,18.2,0.0,0.0
Prince Edward Island,Chinese,"No certificate, diploma or degree",Women+ ,60.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
Prince Edward Island,Chinese,University certificate or diploma below bachelor level,Men+ ,60.0,50.0,35.0,15.0,10.0,83.3,58.3,30.0
Prince Edward Island,Chinese,University certificate or diploma below bachelor level,Women+ ,80.0,40.0,30.0,10.0,40.0,50.0,37.5,25.0
Prince Edward Island,Filipino,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Filipino,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Filipino,Bachelor's degree or higher,Men+ ,75.0,75.0,70.0,0.0,0.0,100.0,93.3,0.0
Prince Edward Island,Filipino,Bachelor's degree or higher,Women+ ,135.0,125.0,105.0,20.0,10.0,92.6,77.8,16.0
Prince Edward Island,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+ ,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0
Prince Edward Island,Filipino,High (secondary) school diploma or equivalency certificate,Men+ ,95.0,95.0,85.0,0.0,0.0,100.0,89.5,0.0
Prince Edward Island,Filipino,High (secondary) school diploma or equivalency certificate,Women+ ,115.0,80.0,80.0,0.0,30.0,69.6,69.6,0.0
Prince Edward Island,Filipino,"No certificate, diploma or degree",Men+ ,20.0,10.0,10.0,0.0,10.0,50.0,50.0,0.0
Prince Edward Island,Filipino,"No certificate, diploma or degree",Women+ ,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
Prince Edward Island,Filipino,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Filipino,University certificate or diploma below bachelor level,Women+ ,30.0,30.0,30.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Japanese,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Japanese,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Korean,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Latin American,Apprenticeship or trades certificate or diploma,Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Latin American,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Latin American,Bachelor's degree or higher,Men+ ,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Latin American,Bachelor's degree or higher,Women+ ,25.0,25.0,25.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Latin American,"College, CEGEP or other non-university certificate or diploma",Men+ ,15.0,10.0,10.0,0.0,0.0,66.7,66.7,0.0
Prince Edward Island,Latin American,"College, CEGEP or other non-university certificate or diploma",Women+ ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Latin American,High (secondary) school diploma or equivalency certificate,Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Latin American,High (secondary) school diploma or equivalency certificate,Women+ ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Latin American,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Latin American,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Latin American,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Latin American,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Multiple visible minorities,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,South Asian,Apprenticeship or trades certificate or diploma,Men+ ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,South Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,South Asian,Bachelor's degree or higher,Men+ ,200.0,200.0,190.0,10.0,0.0,100.0,95.0,5.0
Prince Edward Island,South Asian,Bachelor's degree or higher,Women+ ,180.0,165.0,155.0,15.0,15.0,91.7,86.1,9.1
Prince Edward Island,South Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,145.0,145.0,135.0,0.0,0.0,100.0,93.1,0.0
Prince Edward Island,South Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,50.0,50.0,50.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,South Asian,High (secondary) school diploma or equivalency certificate,Men+ ,30.0,25.0,25.0,0.0,10.0,83.3,83.3,0.0
Prince Edward Island,South Asian,High (secondary) school diploma or equivalency certificate,Women+ ,50.0,40.0,35.0,10.0,0.0,80.0,70.0,25.0
Prince Edward Island,South Asian,"No certificate, diploma or degree",Men+ ,15.0,10.0,10.0,0.0,0.0,66.7,66.7,0.0
Prince Edward Island,South Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,South Asian,University certificate or diploma below bachelor level,Men+ ,15.0,15.0,10.0,0.0,0.0,100.0,66.7,0.0
Prince Edward Island,South Asian,University certificate or diploma below bachelor level,Women+ ,30.0,30.0,25.0,0.0,0.0,100.0,83.3,0.0
Prince Edward Island,Southeast Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Southeast Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Southeast Asian,Bachelor's degree or higher,Men+ ,70.0,70.0,65.0,10.0,0.0,100.0,92.9,14.3
Prince Edward Island,Southeast Asian,Bachelor's degree or higher,Women+ ,80.0,70.0,65.0,0.0,10.0,87.5,81.3,0.0
Prince Edward Island,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0
Prince Edward Island,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,15.0,10.0,0.0,0.0,0.0,66.7,0.0,0.0
Prince Edward Island,Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+ ,35.0,25.0,20.0,0.0,10.0,71.4,57.1,0.0
Prince Edward Island,Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+ ,60.0,35.0,35.0,0.0,20.0,58.3,58.3,0.0
Prince Edward Island,Southeast Asian,"No certificate, diploma or degree",Men+ ,45.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
Prince Edward Island,Southeast Asian,"No certificate, diploma or degree",Women+ ,30.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
Prince Edward Island,Southeast Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,Southeast Asian,University certificate or diploma below bachelor level,Women+ ,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.",Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.",Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.","No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.","No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,West Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,West Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,West Asian,Bachelor's degree or higher,Men+ ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,West Asian,Bachelor's degree or higher,Women+ ,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0
Prince Edward Island,West Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,West Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prince Edward Island,West Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
